論文名稱,畢業學年度,學位類別,作者,博碩士論文網址
屏東縣國小籃球代表隊選手社會支持與參與動機之研究,110,碩士,劉懿文,https://hdl.handle.net/11296/x242pk
便利性和安全性對LINE Bank用戶使用行為之研究,110,碩士,李俊誼,https://hdl.handle.net/11296/8m77kp
《阮?臺語城》臺語與城市意象之研究創作,110,碩士,何如謹,https://hdl.handle.net/11296/75286w
無線充電應用在智能車鑰匙之研究,110,碩士,周文貴,https://hdl.handle.net/11296/y5987x
農業影像設計：彰化「隨園葡萄」議題攝影創作,110,碩士,陳姿羽,https://hdl.handle.net/11296/9qr6xt
國小學齡人口時空分布差異分析之研究,110,碩士,李佩珊,https://hdl.handle.net/11296/hx4jm6
健康體位課程與運動介入對國小學生健康體適能的影響,110,碩士,林麗娟,https://hdl.handle.net/11296/579n52
服裝供售站APP使用滿意度之研究,110,碩士,吳柏志,https://hdl.handle.net/11296/qh2hck
居家辦公環境下系統監控自動處理方法之研究,110,碩士,吳?原,https://hdl.handle.net/11296/3a2ufj
臺北農產運銷平台青蔥價格預測模型之研究,110,碩士,管文浩,https://hdl.handle.net/11296/wu48t6
高雄市國小教師登山健行參與動機與阻礙因素之研究,110,碩士,劉信甫,https://hdl.handle.net/11296/zn87s7
素養導向融入電子書教學對數學學習成效之研究,110,碩士,蘇宜杉,https://hdl.handle.net/11296/35exc3
辨識肢體運動之天線感測器,110,碩士,鍾佳和,https://hdl.handle.net/11296/pz748e
Linux伺服器自動維運處理之研究,110,碩士,李泰益,https://hdl.handle.net/11296/st9dg3
線上訂房網站品質、滿意度與忠誠度之研究：以高雄市國小教師為例,110,碩士,林佩樺,https://hdl.handle.net/11296/6w2m3y
以探索教育實施幼兒爬山課程之行動研究,110,碩士,陳麗玲,https://hdl.handle.net/11296/5pnmcy
國小教師人格特質、情緒管理與家人關係之相關研究-以高雄市為例,110,碩士,王品雅,https://hdl.handle.net/11296/u4j4pz
地政士產業導入ERP成效之個案研究,110,碩士,蘇晉得,https://hdl.handle.net/11296/725bmt
兩岸新創企業的區位選擇與市場環境之比較,110,碩士,黃旭,https://hdl.handle.net/11296/dvwy35
基於時序記憶之自注意架構校正晃動影片,110,碩士,王信華,https://hdl.handle.net/11296/d7662f
盧育璿碩士學位獨奏會與畢業音樂會,110,碩士,盧育璿,https://hdl.handle.net/11296/bhrv4x
探討商家採用行動支付之因素：科技-組織-環境理論觀點,110,碩士,徐晨昕,https://hdl.handle.net/11296/taatat
晨間閱讀的實施對國小二年級學生識字量學習成效之研究,110,碩士,徐麗雯,https://hdl.handle.net/11296/hk7c62
非營利組織的管理-以賽珍珠基金會為例,110,碩士,阮明翠,https://hdl.handle.net/11296/rzrv68
Ni/ Sulfated Ca-Fe複合金屬氧化物和Ni/ Sulfated Sr-Fe複合金屬氧化物對油酸甲酯進行催化脫氧反應之研究探討,110,碩士,王薏淳,https://hdl.handle.net/11296/zj87c4
三七水萃取物降低血管鈣化之影響,110,碩士,平祖妮,https://hdl.handle.net/11296/efs654
線上美術學習資源融入國小高年級視覺藝術課程之行動研究,110,碩士,張欣頻,https://hdl.handle.net/11296/rvt3sj
十二年國教客語融入特色課程之行動研究－以南投縣國姓鄉某國小為例,110,碩士,葉淑娟,https://hdl.handle.net/11296/fpzjx7
具常數密文之去中心化內積加密機制,110,碩士,高士傑,https://hdl.handle.net/11296/r98c25
跨境代孕協議法律適用研究——兼論「兩岸四地」之相關問題,110,碩士,阮昊翔,https://hdl.handle.net/11296/agd43k
民事訴訟之事證提出與秘密保護,110,碩士,葉庭嘉,https://hdl.handle.net/11296/t39f5n
我國股東提名董事制度之重行思考─以美國及義大利制度為借鏡,110,碩士,呂致和,https://hdl.handle.net/11296/9zxpap
育嬰假對於幼兒發展的影響：臺灣幼兒發展資料庫之運用,110,碩士,蔡昂叡,https://hdl.handle.net/11296/kax8eq
基於交叉注意力合成之二曝光影像融合,110,碩士,黃莎涴,https://hdl.handle.net/11296/63hr8a
探索教育課程對國小五年級學童人際關係及班級凝聚力影響之研究,110,碩士,劉昀欣,https://hdl.handle.net/11296/qrkqyg
高雄市國小教師休閒參與與休閒效益之關係研究,110,碩士,潘儀芳,https://hdl.handle.net/11296/q8pmxw
利用焙燒暨酸浸法從廢棄LED晶粒中回收鎵金屬資源,110,碩士,吳德懷,https://hdl.handle.net/11296/6jfd4c
無橋式功因修正轉換器研製,110,碩士,黃禎岳,https://hdl.handle.net/11296/9zz5aq
「企業的善意會受懷疑嗎？」消費者懷疑論的干擾角色,110,碩士,朱芳誼,https://hdl.handle.net/11296/875cn5
布拉姆斯《大學慶典序曲》與《悲劇序曲》之探究與指揮詮釋,110,碩士,郭愛丹,https://hdl.handle.net/11296/xjxzqb
審計品質與審計效率之關聯性,110,碩士,林允煥,https://hdl.handle.net/11296/24978p
改良型無刷直流馬達無感測驅動器研製,110,碩士,陳仕軒,https://hdl.handle.net/11296/4xbj2m
女性教練領導風格之發展歷程：以團隊運動為例,110,碩士,洪鈺涵,https://hdl.handle.net/11296/h4jpuq
跑步計畫對國小學童跑步態度與健康體適能影響之研究,110,碩士,黃佳琦,https://hdl.handle.net/11296/4spz66
國中田徑代表隊與一般生心率變異度之比較,110,碩士,蔡碧玲,https://hdl.handle.net/11296/mvu98a
國小教師戶外教育認知影響教學效能之研究,110,碩士,陳靜玟,https://hdl.handle.net/11296/72qu73
羽球視覺訓練系統建構與測試,110,碩士,侯展承,https://hdl.handle.net/11296/7mynsg
Covid-19 對以態度為中介的植物性食品購買意願的影響因素,110,碩士,洪銨琪,https://hdl.handle.net/11296/78vvu2
國小特教教師適應體育專業能力與教學成效之研究,110,碩士,蔡妮珊,https://hdl.handle.net/11296/9p23wa
高雄市國小教師環境教育認知與教學效能之相關研究,110,碩士,鍾旻娟,https://hdl.handle.net/11296/9xj9k5
八週核心肌群訓練對國小田徑選手速度、爆發力與敏捷性之影響,110,碩士,駱翠環,https://hdl.handle.net/11296/9nu8v6
探討發展都市農園於改善熱島效應-以旱溪為例,110,碩士,張玟豫,https://hdl.handle.net/11296/m8pr6a
以疾病不確定感理論發展整合性心動健康網路照顧模式提升心房顫動病人因應策略之成效探討,110,博士,謝慧玲,https://hdl.handle.net/11296/h5r9jx
繩梯運動對國小五年級學童身體素質之影響,110,碩士,謝宛蓁,https://hdl.handle.net/11296/p3mt93
內外在專注焦點對青少年網球選手發球表現之影響,110,碩士,張惠茹,https://hdl.handle.net/11296/5s98k7
國小高?級學童知覺體育教師教學風格與運動涉入之研究,110,碩士,洪琨祐,https://hdl.handle.net/11296/whyv62
表現運動中的人體結構之創作研究,110,碩士,陳力瑜,https://hdl.handle.net/11296/j2f6af
亞太地區航空公司疫情影響下之績效評估,110,碩士,陳昱凱,https://hdl.handle.net/11296/zc8e39
運用商業管理TRIZ 改善國軍人才招募,110,碩士,王銘仁,https://hdl.handle.net/11296/e63c34
選手知覺教練領導行為與訓練滿意度之研究-以高雄市高中田徑選手為例,110,碩士,趙珮伶,https://hdl.handle.net/11296/h95gnb
臺南市公立國小附設幼兒園教師工作壓力與運動參與之研究,110,碩士,王珮淇,https://hdl.handle.net/11296/qm8h7c
考量CSI相位偏移偵測與校正之室內定位演算法,110,碩士,林聖曄,https://hdl.handle.net/11296/ak269d
羅蘭·巴特符號思維啟示下仿古街區的路徑發展研究—以鹽鎮水街為例,110,博士,周穎,https://hdl.handle.net/11296/p7qyyt
鎢微探針的電化學製程特性分析與模擬,110,碩士,林佳勳,https://hdl.handle.net/11296/vf8b5m
成人生命意義感與復原力之關係：以制握信念為調節變項,110,碩士,李育慈,https://hdl.handle.net/11296/73yr7b
《烏合之眾》文字動態海報創作研究,110,碩士,陳立仁,https://hdl.handle.net/11296/ak6775
許常惠《留傘調變奏與主題》作品44 之樂曲分析與演奏詮釋,110,碩士,簡昱恕,https://hdl.handle.net/11296/7334q6
鉍改質二氧化鈦奈米管陣列電極應用於脫鹽及能量儲存之雙功能電池,110,碩士,胡進煇,https://hdl.handle.net/11296/x8v39v
用於染料敏化電池的無金屬有機染料之結構設計,110,博士,吳杰畢,https://hdl.handle.net/11296/7f4n4n
BIM應用於科技廠房設施維護管理之案例探討,110,碩士,葉上菁,https://hdl.handle.net/11296/xtspuv
自動化倉儲撒水特性分析,110,碩士,陳躍仁,https://hdl.handle.net/11296/8kqcy7
大學促進學術創業的能力,110,碩士,帕莉婭,https://hdl.handle.net/11296/3kn66g
基於積分同步學習之多軸無人機參數估測與控制,110,碩士,楊承澄,https://hdl.handle.net/11296/36zd5j
考慮非完全游離針對隨機參雜之電晶體之電流電壓 變異性分析,110,碩士,曾郁鈞,https://hdl.handle.net/11296/z8j88q
在CMOS IC製程上設計雙頻波束成形電路,110,碩士,鍾尚儒,https://hdl.handle.net/11296/442y45
寫入電壓及寫入/抹除過程的時間延遲對元件可靠度影響之研究,110,碩士,羅茜妮,https://hdl.handle.net/11296/gqn7ym
三相電磁噴流之研究,110,碩士,鄭力瑋,https://hdl.handle.net/11296/f9225r
高功率可變出光角光子晶體面射型雷射之特性研究,110,博士,陳立人,https://hdl.handle.net/11296/8y72nf
貝氏最佳化的小樣本採集函數學習,110,碩士,謝秉瑾,https://hdl.handle.net/11296/es3j3c
應用於移動式 UHF 射頻充電的高效率且寬輸入範圍之電源管理晶片採用自適應負載/輸入功率匹配技術,110,碩士,郭浩毅,https://hdl.handle.net/11296/562y2s
汽車多雷達系統之擴展目標追蹤,110,碩士,葉冠華,https://hdl.handle.net/11296/zr9a6e
超疏水性在結露狀況下對氣冷式熱交換器性能的影響,110,博士,莫尼實,https://hdl.handle.net/11296/zk233m
論創業之效率－以OECD成員國為例,110,碩士,潘楷員,https://hdl.handle.net/11296/7nnrnx
少數層二硒化鈀之電性傳輸與熱電性質,110,碩士,李天任,https://hdl.handle.net/11296/e84a3x
顯示器驅動晶片之繞線擁擠改善,110,碩士,林力宇,https://hdl.handle.net/11296/7suj52
隨機離散摻雜在堆疊式奈米片場效電晶體源極/汲極延伸區的變異性模擬,110,碩士,陳彥廷,https://hdl.handle.net/11296/9uwe48
透過識別繞線壅擠以改善顯示器驅動晶片的可繞度,110,碩士,梁凱量,https://hdl.handle.net/11296/p3kw5g
使用 FMCW 雷達和利用人工神經網絡進行運動生命體徵檢測,110,碩士,李景量,https://hdl.handle.net/11296/trw7j8
二維過渡金屬二硫屬化物及其異質結構之光學研究,110,碩士,許浩哲,https://hdl.handle.net/11296/7wp5kr
基於PPG信號和卷積神經網路測量血壓,110,碩士,黎文雄,https://hdl.handle.net/11296/ebcpkr
應用於13.56MHz無線能量傳輸增益之超穎材料微型化設計與驗證,110,碩士,許睿祐,https://hdl.handle.net/11296/jdb5ac
拇指般強壯的梯形介電彈性手指,110,碩士,陳法邑,https://hdl.handle.net/11296/9qdn6t
少量語料實現端到端的語音合成系統,110,碩士,劉宇軒,https://hdl.handle.net/11296/4drpvh
具有綠光雷射結晶多晶矽通道之T型閘薄膜電晶體射頻特性分析,110,碩士,葉宇婕,https://hdl.handle.net/11296/5p8mr5
基於維持局部結構與特徵?致性之改善點雲語意分割方法,110,碩士,林正偉,https://hdl.handle.net/11296/kv6un4
針對真實場景建立具偽真值之深度學習訓練資料以進行飛時測距深度降噪,110,碩士,王立洋,https://hdl.handle.net/11296/939pf7
應力對於側壁鑲嵌式閘極全環繞多晶矽電晶體結晶性及可靠度之影響,110,碩士,陳威諺,https://hdl.handle.net/11296/u2z9h3
以單體及聚合形態鋁-鐵混凝劑雙加藥處理含藻原水,110,碩士,梁文龍,https://hdl.handle.net/11296/b6tk46
布里斯洛中間體自由基反應機制之理論研究,110,博士,謝明修,https://hdl.handle.net/11296/2ga4wt
多用戶多天線下鏈通訊中基於髒紙編碼的快速用戶選擇演算法,110,碩士,李中愷,https://hdl.handle.net/11296/mfv727
以機器學習手法預測保證通過系統級測試之晶片,110,碩士,陳玥融,https://hdl.handle.net/11296/u6pfj5
基於工件運動配置與環境限制之機器人冗餘度設計與路徑優化抽樣演算法,110,碩士,賴振豪,https://hdl.handle.net/11296/7cv3w6
針對客製化 SAR ADC 之二進位電容陣列佈局自動化,110,碩士,姜承佑,https://hdl.handle.net/11296/2t6dn9
通過預測嚴重的矽穿孔和凸塊故障來強化三維積體電路電源供應網路,110,碩士,劉泳儀,https://hdl.handle.net/11296/t5w7mf
應用於脈衝神經元之閥門開關選擇器： 元件特性分析與模型開發,110,碩士,葉淑銘,https://hdl.handle.net/11296/7hc9d6
低腔壓高濃度過氧化氫混合式火箭引擎之研究,110,碩士,林育宏,https://hdl.handle.net/11296/6pmsku
二維材料於邏輯元件與記憶體內運算應用,110,博士,鍾昀晏,https://hdl.handle.net/11296/8ac433
雙自由度光電傾角感測器之設計,110,碩士,鍾毓馨,https://hdl.handle.net/11296/ndmc6a
設計與實作應用於西瓜採集無人機系統之人工智慧電腦視覺系統,110,碩士,馬約瑟,https://hdl.handle.net/11296/856sd7
具摺紙鉸鍊雷射光束掃描器之設計,110,碩士,吳育昕,https://hdl.handle.net/11296/8r4vz9
介電彈性體驅動之雷射光束掃描器,110,碩士,陳孟翰,https://hdl.handle.net/11296/pmtm4v
光敏電阻結合光纖之傳感器在結構與土木工程的應用,110,碩士,龔慕萱,https://hdl.handle.net/11296/5384bq
應用於物件偵測與關鍵字辨識之強健記憶體內運算設計,110,碩士,江宇翔,https://hdl.handle.net/11296/t82ct6
基於深度學習進行電池性質預測,110,碩士,許家維,https://hdl.handle.net/11296/fvku7j
以第一原理量子傳輸理論研究在介面處有取代硫處理之二硫化鎢電晶體,110,碩士,陳竑任,https://hdl.handle.net/11296/ecbssu
開孔地板對小型資料中心氣流均勻性的影響與能源消耗之實驗研究,110,碩士,徐伯豪,https://hdl.handle.net/11296/e4ee28
具新穎氮硫化鎢界面結構的p型二硫化鎢電晶體: 以第一原理量子傳輸理論進行模擬計算,110,碩士,歐仲鎧,https://hdl.handle.net/11296/8fw2qe
調控高分子給體二維共軛側鏈與設計共軛中心核與pi-架橋小分子受體結構與性質之系統性研究,110,博士,陳重豪,https://hdl.handle.net/11296/burq7j
異質元素摻雜還原氧化石墨烯電極於儲能裝置之應用研究,110,博士,古安銘,https://hdl.handle.net/11296/v5af9q
運用同儕協助學習策略發展台灣國小五年級學生之英語閱讀能力之研究,110,碩士,劉慧玲,https://hdl.handle.net/11296/rq8fq3
"氧化鎳負載於鋯酸稀土金屬氧化物Ln2Zr2O7(Ln= La,Nd,Gd,Ho)對於乙醇氧化蒸氣重組反應之影響",110,碩士,謝育平,https://hdl.handle.net/11296/j7ew2b
盈餘管理、承銷折價與營運績效關聯性之研究 -以台灣初次公開發行公司為例,110,碩士,蕭敬諼,https://hdl.handle.net/11296/ppmneu
深度學習應用於結構耐震性能評估  – 以後拉式預力預鑄混凝土節塊橋樑為例,110,碩士,曾揚,https://hdl.handle.net/11296/5dy5dt
以一步驟表面電漿誘發剝離法製備氮摻雜碳化鉬/石墨烯奈米片複合材料及其性質和產氫催化性能,110,碩士,呂弈均,https://hdl.handle.net/11296/5g3fxh
甲基化CpG 序列結構與機械性質之分子動態模擬研究,110,碩士,洪欣筠,https://hdl.handle.net/11296/m2qnbr
不對稱硫酸醣脂之區域選擇性的全合成,110,碩士,曾傑仁,https://hdl.handle.net/11296/7hq3cb
有限元素法模擬醫療元件周圍之細胞行為：以骨釘與水膠為例,110,碩士,鄭厚雍,https://hdl.handle.net/11296/763rmy
以相圖工程優化銀、銦、銅共摻雜硒化錫之熱電性質,110,碩士,何孟圜,https://hdl.handle.net/11296/sk38d9
以單步驟表面電漿誘發剝離法製備氮摻雜二硫化鉬/石墨烯奈米片之複合材料及其性質與產氫催化的應用,110,碩士,宋家維,https://hdl.handle.net/11296/6mhrxt
市場競爭程度、承銷商議價能力與IPO折價,110,碩士,張人文,https://hdl.handle.net/11296/4s3b2y
跨領域生涯發展 - 個案研究,110,碩士,吳英斌,https://hdl.handle.net/11296/b34twn
利用 Z-scan 對準二維與三維鈣鈦礦非線性特性之研究,110,碩士,林明鋒,https://hdl.handle.net/11296/u5t9jv
探討CPT1C在類基底型乳癌中調控上皮-間質轉型及腫瘤幹細胞特性所扮演的角色,110,碩士,王慶弘,https://hdl.handle.net/11296/2kyv78
基於曲電與介電效應之三穩態切換負型膽固醇液晶元件的光電響應,110,碩士,陳冠然,https://hdl.handle.net/11296/d2ms6a
反向房屋貸款加上長期照顧定價評估,110,碩士,馬少鈞,https://hdl.handle.net/11296/tfxnf5
用於雄激素性脫髮評估之自動毛髮密度估計算法開發,110,碩士,楊晨,https://hdl.handle.net/11296/92g95j
人體脊椎輔助檢測神經網路與系統建構,110,碩士,陳紀翰,https://hdl.handle.net/11296/h54cd8
1U高熱通量伺服器氣冷散熱設計,110,碩士,李昀瑾,https://hdl.handle.net/11296/s9f9xp
使用等級相依期望效用模型與資產森林結構推論實證之員工認股權發行決策,110,碩士,鄧名勛,https://hdl.handle.net/11296/uws3n6
土耳其產品全球品牌知名度研究,110,碩士,齊睿杰,https://hdl.handle.net/11296/yb5qbr
開發卵巢癌生物標記檢測之 ELISA整合異常霍爾效應的生物磁性感測器,110,碩士,周宜婷,https://hdl.handle.net/11296/348853
三端自旋軌道磁矩記憶體讀寫特性之研究,110,碩士,余家賢,https://hdl.handle.net/11296/3857ez
基於StyleGAN-v2並強化人臉特徵一致性之功能性磁振造影人臉影像重建,110,碩士,田晏瑜,https://hdl.handle.net/11296/shzf99
表面處理對二硫化鉬電晶體之研究,110,碩士,蕭復仁,https://hdl.handle.net/11296/ed49aq
以機器學習輔助之進化演算法  實現考量參數變異的快速類比電路尺寸調整方法,110,碩士,郭東杰,https://hdl.handle.net/11296/jskt6j
研究 Cep170 不同的分布位置以及其對神經型態發生之影響,110,碩士,陳芃慈,https://hdl.handle.net/11296/z5uy67
多軸??器強化學習控制,110,博士,畢楨煥,https://hdl.handle.net/11296/bac2bn
應用於標準元件與印刷電路板設計之繞線技術研究,110,博士,林世庭,https://hdl.handle.net/11296/824enm
通過可微分深度渲染進行單眼360度佈局估算,110,碩士,葉鈺萱,https://hdl.handle.net/11296/87qkz4
平均位移法應用於可微分式架構搜索,110,碩士,周承翰,https://hdl.handle.net/11296/h45rtm
短期一般沖刷與彎道基腳沖刷預測研究-以清水溪為例,110,碩士,黃偉勝,https://hdl.handle.net/11296/cdfbzs
基於記憶體存取事件取樣觀測及低耦合汙染源追蹤之記憶體資訊流追蹤技術,110,碩士,鮑俊安,https://hdl.handle.net/11296/xbr655
潛藏危機：Musashi-1固有無序區域介導與神經退行性疾病相關蛋白之異常聚集,110,碩士,杜岱芸,https://hdl.handle.net/11296/94bsfm
考慮周邊電路的SRAM系統良率分析,110,碩士,鍾晏禎,https://hdl.handle.net/11296/56t8x2
熱退火過程中脈衝電場誘導Hf0.5Zr0.5O2的相變,110,碩士,鄭佳杰,https://hdl.handle.net/11296/e9q54z
磁敏釋放控制微膠囊並應用於金屬離子螢光感測,110,博士,杜博瑋,https://hdl.handle.net/11296/n3s43j
透過部份學習實現彈性佈局遷移的技術,110,碩士,周暐翔,https://hdl.handle.net/11296/5hh599
基於視覺伺服之七軸滾球與滑軌欠致動滑模控制器,110,碩士,陳瀚仲,https://hdl.handle.net/11296/x577cu
採用CUDA圖型處理器平行化改良5G軟體基地台之隨機存取通道流程,110,碩士,王靖,https://hdl.handle.net/11296/pyq86t
具有主動式電感之CMOS IC功率分配器設計,110,碩士,范文軒,https://hdl.handle.net/11296/4nd675
兼具高可靠性與低變異度的 Cu/GeOxNy/P+-Si 電阻式記憶體,110,碩士,古淯辰,https://hdl.handle.net/11296/jb5evz
系統模組的再佈局自動生成平台,110,碩士,何舉文,https://hdl.handle.net/11296/265gp4
基於 LQR控制的車輛側向運動回授 -前饋控制,110,碩士,葉語,https://hdl.handle.net/11296/jqgx6a
三五族半導體雷射應用於光通訊之研究,110,碩士,楊棟,https://hdl.handle.net/11296/96rdk7
行動裝置教育方案於腦中風患者之成效,110,碩士,余秋菊,https://hdl.handle.net/11296/3f82sc
動態光雕投影 : 以物件追蹤為基礎的投影技術,110,碩士,謝其叡,https://hdl.handle.net/11296/65g3c7
結合Breath Figure 週期性液滴透鏡之奈米雷射直寫加工技術,110,碩士,黃彬勝,https://hdl.handle.net/11296/gp7vd2
瘋狂亞洲富豪小說字頻表和字彙涵蓋量之語料庫分析,110,碩士,陳以聖,https://hdl.handle.net/11296/acjrtm
國軍Juiker APP服務品質之研究,110,碩士,鄒維益,https://hdl.handle.net/11296/828hs5
碳化鉭厚膜石墨坩堝保護層製程之研究,110,碩士,張秉豐,https://hdl.handle.net/11296/pemh23
一所原住民族實驗小學教師觀察之敘說探究-以巴楠花部落中小學為例,110,碩士,楊雅雯,https://hdl.handle.net/11296/2aep57
聖多瑪斯論修習之德與神賦之德,110,博士,趙銀城,https://hdl.handle.net/11296/5b5fdj
感知價值、互動行為、印記對消費者品牌忠誠度,110,博士,林立偉,https://hdl.handle.net/11296/fnxqqw
屏東縣國小排球教練領導行為與選手訓練滿意度之研究,110,碩士,謝孟哲,https://hdl.handle.net/11296/ssy4s4
基於無感測器扭力估測與順應控制之機械手臂直覺式教導,110,碩士,李昕諺,https://hdl.handle.net/11296/rk5svf
馬勒第五號交響曲之指揮詮釋與分析,110,碩士,許峻瑋,https://hdl.handle.net/11296/m2bkj6
透過基於基因本體之整合性分析識別卵巢上皮性腫瘤發病機轉的失調基因功能體,110,博士,蘇國銘,https://hdl.handle.net/11296/35pv3e
傳統與現代：京劇小生表演之探析──從《再生緣》到《孟麗君》之進程,110,碩士,王璽傑,https://hdl.handle.net/11296/z26nfr
黃金血糖試片的導線設計及量測方法與智慧製造之研究,110,博士,郭欣怡,https://hdl.handle.net/11296/799ncs
智慧心律系統研發:以渾沌積分映射系統為基礎之心律不整檢測系統,110,碩士,林昱成,https://hdl.handle.net/11296/2263u5
一位視障音樂教育者之生命故事,110,碩士,藍雅潔,https://hdl.handle.net/11296/eg68vs
董事會殭屍化對盈餘管理之影響,110,碩士,劉士明,https://hdl.handle.net/11296/fznwp8
三流門控自適應圖卷積用於骨架動作數據識別,110,碩士,林志強,https://hdl.handle.net/11296/6a8w2b
以科學玩具設計科學探究教學之行動研究-以「旋轉管的奧秘」及「靜電動力球」為例,110,碩士,陳必榮,https://hdl.handle.net/11296/w74mr7
董事會任期對組織績效之影響：以台灣資本市場為例,110,碩士,黃靜宜,https://hdl.handle.net/11296/k55mm4
不同創新接受程度使用者對Pantone配色應用程式的互動滿意度,110,碩士,陳維真,https://hdl.handle.net/11296/7ye737
社群媒體連載輕小說使用動機對體驗行銷、體驗價值及顧客忠誠度之影響,110,碩士,紀錦?,https://hdl.handle.net/11296/mq688j
高雄市國小教師休閒運動參與與工作倦怠之研究,110,碩士,高珮華,https://hdl.handle.net/11296/yjm95k
基於非疊代同步相量運算技術之雙端帶有線路負載輸電線路故障定位演算法研究,110,碩士,周廣凱,https://hdl.handle.net/11296/29km66
應用行為分析介入策略對改善自閉症幼兒挑食行為之成效研究,110,碩士,郭淑芬,https://hdl.handle.net/11296/8v766r
考量公司治理與借貸關係之違約預測模型 -以台灣電子產業為例,110,碩士,胡心瑋,https://hdl.handle.net/11296/wcvf3k
應用HHT於水位自動資料檢核系統,110,碩士,蕭武賢,https://hdl.handle.net/11296/58p32j
傳統與現代之間— 三首劉樂箏樂作品之分析與詮釋,110,碩士,劉?予,https://hdl.handle.net/11296/tpqqh3
溪底大木匠師王世猛篙尺技藝知識能力之研究 -兼論臺南大木匠師許漢珍,110,碩士,劉可煜,https://hdl.handle.net/11296/8vh54f
幼兒教師親師溝通與班級經營效能關係之研究,110,碩士,林慧婷,https://hdl.handle.net/11296/4g7a74
