論文名稱,畢業學年度,學位類別,作者,博碩士論文網址
海洋教育融入國小藝術與人文課程之研究,104,碩士,李仕萌,https://hdl.handle.net/11296/54vb5s
婚不?婚-賴怡潔創作論述,104,碩士,賴怡潔,https://hdl.handle.net/11296/jnjzab
在小波域中精細的奇異值分解補償於人臉辨識,104,碩士,游裕弘,https://hdl.handle.net/11296/k7b3b7
以微波輔助合成聚天冬胺酸及其阻垢效能的研究,104,碩士,林沛裕,https://hdl.handle.net/11296/67qxvc
以高密度電漿輔助化學氣相沉積系統製備 p型奈米晶 矽氫薄膜之及特性研究,104,碩士,王緯仲,https://hdl.handle.net/11296/66bbwu
Zr含量對Ta1-xZrxNｙ薄膜的機械性能和抗氧化能力的影響,104,碩士,張清晏,https://hdl.handle.net/11296/cpuzau
不加班，行不行？探討人格特質對加班行為及幸福感之關係,104,碩士,唐綺珧,https://hdl.handle.net/11296/fgc242
程序正義與社會風險關係之研究-以社會認同為干擾變數，並以慈善機構為例,104,碩士,石惠茹,https://hdl.handle.net/11296/w9swgt
提升大腸桿菌蛋白質產量之策略研究,104,碩士,蕭琮樺,https://hdl.handle.net/11296/y22dm6
UAV無控制正射影像對位套合研究,104,碩士,施盛源,https://hdl.handle.net/11296/kvs5nd
不同階層網球選手肌力與發球效益之探討,104,碩士,張啟勝,https://hdl.handle.net/11296/3bp935
資訊模糊與回饋交易,104,碩士,張以誠,https://hdl.handle.net/11296/6347nb
針對SIP多媒體服務的高效率換手機制,104,碩士,游長讓,https://hdl.handle.net/11296/5r74xg
自由貿易體制下規範調和的解釋方法論,104,碩士,楊貴智,https://hdl.handle.net/11296/q7ztk2
澎湖赤崁和嵵裡水產加工業之比較研究,104,碩士,曹偉倫,https://hdl.handle.net/11296/3j344e
四字格成語形式與語義分析-以連動式與並列式為主,104,碩士,白芸慈,https://hdl.handle.net/11296/mk4nwy
無線通訊頻譜使用之法律權責探析,104,碩士,曾俊凱,https://hdl.handle.net/11296/5jtkgv
技術指標最佳化之投資組合決策系統,104,碩士,柯王允傑,https://hdl.handle.net/11296/v937a7
基金資金決策最佳化系統,104,碩士,陳忠義,https://hdl.handle.net/11296/8d2q4e
以物聯網為基礎的開放式雲端餐飲系統,104,碩士,蔡家斌,https://hdl.handle.net/11296/jdh5eu
超臨界輔助霧化法製備甘露醇微粒及包覆藥物微粒之研究,104,碩士,蘇永筌,https://hdl.handle.net/11296/b4cenn
以Q方法處理動物保護政策中的分歧困境 －同伴動物之案例分析,104,碩士,嚴伯彥,https://hdl.handle.net/11296/u367w7
國軍人才招募措施、外在環境及服役待遇對離職傾向影響,104,碩士,高中良,https://hdl.handle.net/11296/2x2uu3
不同深度冷水浸泡對增強式運動引起下肢肌肉酸痛恢復的影響,104,博士,曾暐晉,https://hdl.handle.net/11296/7hfzxp
矽酸鉍暨矽酸鉍複合石墨化氮化碳光觸媒：合成、特性、活性與其光催化降解有機汙染物之研究,104,碩士,楊謹聰,https://hdl.handle.net/11296/75j295
屏東縣國小高年級學童休閒參與及休閒阻礙之相關研究,104,碩士,周淳蓁,https://hdl.handle.net/11296/vm8w4u
戒嚴時期（1949－1987）國、台語流行歌曲歌詞意涵的比較,104,碩士,郭詠茹,https://hdl.handle.net/11296/dd7beg
深度學習模型於時尚風格視覺元素之探索,104,碩士,劉兆峰,https://hdl.handle.net/11296/qdtqv8
屏東縣國小教師六堆客家文化園區認知與實施戶外教學意願之相關研究,104,碩士,陳湘婷,https://hdl.handle.net/11296/txe733
中高齡登山者休閒動機與休閒效益之相關研究,104,碩士,郭芯怡,https://hdl.handle.net/11296/un6p23
分子動力模擬抗凍蛋白水耦合運動探測冰水辨識機理研究,104,碩士,曲 薇,https://hdl.handle.net/11296/36eemu
線上遊戲式學習中知識學習風格對學習成效之影響研究—以國小數學為例,104,碩士,黃掀芸,https://hdl.handle.net/11296/3z3kyp
以科技接受模型探討協同遊戲式學習成效之研究,104,碩士,壽佳麗,https://hdl.handle.net/11296/e78cwg
多重作業模式下之零工式作業排程系統應用,104,碩士,吳嘉揚,https://hdl.handle.net/11296/dd29bt
四溴雙酚A誘導小鼠GC-1 spg細胞活性氧的產生及細胞死亡,104,碩士,蘇奕卉,https://hdl.handle.net/11296/rh58um
從高齡志工教師的教學故事敘說中探究高齡者的教與學的圖像,104,碩士,洪惠美,https://hdl.handle.net/11296/v9c44a
屏東縣深度旅遊參與者旅遊動機與體驗價值之相關研究,104,碩士,柯巧文,https://hdl.handle.net/11296/75h7ug
高雄市國小資優班學生休閒參與及休閒阻礙之相關研究,104,碩士,許秀女,https://hdl.handle.net/11296/venz78
高雄市國小教師工作壓力與休閒運動參與之研究,104,碩士,甘盛芸,https://hdl.handle.net/11296/6vwbz3
高雄市國小教師休閒活動參與及幸福感之相關研究,104,碩士,陳淑貞,https://hdl.handle.net/11296/g39tw9
結合類神經網路之跨區塊預測能力與人眼視覺特性改進影像盲浮水印效能,104,碩士,張育榮,https://hdl.handle.net/11296/qe6zks
不同有機肥料的施用對作物及土壤之效益研究,104,碩士,吳承頤,https://hdl.handle.net/11296/d4p3a8
由工業廢棄物製備鎳銅鋅系鐵氧磁粉和磁性光觸媒與其應用,104,碩士,吳季軒,https://hdl.handle.net/11296/j4c8pv
搭配詞為本教學法對翻譯初學者翻譯能力的影響：以長榮大學為例,104,碩士,蔡芸庭,https://hdl.handle.net/11296/42pn4v
應用電視節目於國小高年級性別平等教育之教學設計研究,104,碩士,莊佳穎,https://hdl.handle.net/11296/fnt77c
不同處方精油對職業婦女睡眠品質與生活品質探討,104,碩士,徐文旎,https://hdl.handle.net/11296/8wat8t
Hic-5媒介活性氧的訊息傳遞以促進肝腫瘤進展,104,博士,吳家如,https://hdl.handle.net/11296/qg5448
探討港灣及海岸之防禦工法對磯釣的安全需求 - 以高雄第一港口和典寶溪出海口為例,104,碩士,陳佳雯,https://hdl.handle.net/11296/pgksg9
台灣中小企業應用網際網路擴展國際行銷現況及成效,104,碩士,林昭凱,https://hdl.handle.net/11296/7nrc6z
藝術教育實施多元評量之行動研究－以仁仁國小高年級為例,104,碩士,羅文琦,https://hdl.handle.net/11296/uehc98
超音波輔助萃取冰花中肌醇 並建立最適化萃取條件,104,碩士,徐睿辰,https://hdl.handle.net/11296/t43p78
HFCS光電子光譜的理論研究,104,碩士,郭文信,https://hdl.handle.net/11296/5tgjm5
風場風力發電機之可靠配置模擬統計模式,104,碩士,吳蔡宏,https://hdl.handle.net/11296/dpa4hv
核心穩定運動介入於乳癌術後患者淋巴水腫與生活品質之成效,104,碩士,陳珮琪,https://hdl.handle.net/11296/atc393
使用加速度計於羽毛球擊球動作中動作效果之分析,104,碩士,王鐙誼,https://hdl.handle.net/11296/7h6xyz
壓電致動有閥微泵浦之研究探討,104,碩士,李智傑,https://hdl.handle.net/11296/4c2uw7
2-氟化萘光電子光譜與磷光光譜的理論研究,104,碩士,黃瑞陽,https://hdl.handle.net/11296/vjudr3
語言對網絡資訊行為的影響–以馬來西亞為例,104,碩士,李政澤,https://hdl.handle.net/11296/3z9372
中小家族企業正規顧問與策略性決策之關係研究,104,博士,阮禾丹,https://hdl.handle.net/11296/br6zjn
我國全民健康保險爭議審議制度之研究－兼論衛生福利部全民健康保險爭議審議會,104,碩士,黃嘉幸,https://hdl.handle.net/11296/864x6f
運用統計製程管制於改善麵身品質之個案研究,104,碩士,施益源,https://hdl.handle.net/11296/85m34w
會計師任期與權益資金成本之關聯性 -來自台灣的證據,104,碩士,吳冠亭,https://hdl.handle.net/11296/np8g93
實體通路多層次傳直銷：服務創新與品牌形象對顧客滿意度及再購意願影響之研究-以台灣虎通路聯盟為例,104,碩士,鐘國豪,https://hdl.handle.net/11296/9g92y5
高雄市國小新住民子女休閒參與及休閒阻礙之相關研究,104,碩士,黃雪芳,https://hdl.handle.net/11296/z9p7ua
可靠度預估試驗研究-以LED T8燈管產品為例,104,碩士,陳登寶,https://hdl.handle.net/11296/9bvtb5
企業轉型研究,104,碩士,陳仙諭,https://hdl.handle.net/11296/d26ntn
系統局部偵錯診斷機制於大型網路,104,碩士,王振侃,https://hdl.handle.net/11296/522d2w
模糊邏輯與視訊系統在高精密自動點膠系統的應用,104,碩士,楊孔明,https://hdl.handle.net/11296/yjqdfc
擴增實境旅遊導覽系統：以礁溪溫泉季為例,104,碩士,龔光祖,https://hdl.handle.net/11296/s8usdq
消費者對於服務請求之評價,104,碩士,徐可欣,https://hdl.handle.net/11296/93e9zs
OECD經濟體環境績效評估—動態SBM模型,104,碩士,黃婉甄,https://hdl.handle.net/11296/7d46rd
趨化因子CXCL8及CXCL1與趨化因子受體CXCR2之結合機制之模擬研究,104,碩士,張芳慈,https://hdl.handle.net/11296/8tabap
藝術治療團體對國小高年級學生情緒智能成效之研究,104,碩士,黃嘉怡,https://hdl.handle.net/11296/gf7tt5
青少年愛情分手復原力模式之探究,104,碩士,楊孟惠,https://hdl.handle.net/11296/44ksgc
QAR閱讀理解策略對國語低成就學童閱讀理解運用之成效,104,碩士,劉香君,https://hdl.handle.net/11296/eyqt7a
以合作學習法提升國小三年級學童 英語學習成效之行動研究,104,碩士,蔡欣蓉,https://hdl.handle.net/11296/ksk8ds
泥金箋的保存修復,104,碩士,蔡秉修,https://hdl.handle.net/11296/5vz9e6
合成人造有機/無機鈷氧化物結構,104,碩士,買元取,https://hdl.handle.net/11296/bhq3tb
2015畢業製作《不在他方》角色詮釋歷程之研究,104,碩士,曾思潔,https://hdl.handle.net/11296/82my6k
咖啡油為基底製備奈米微乳化液及其對抑制皮膚癌細胞與紫外線 A 誘導皮膚傷害之影響,104,碩士,楊筑晴,https://hdl.handle.net/11296/p7jsp6
由枸杞製備類胡蘿蔔素奈米乳化液及其對結腸癌細胞與腫瘤之影響,104,碩士,徐筱筑,https://hdl.handle.net/11296/3252bh
共享心智模式對個人認知團隊工作過程的影響─以團隊工作任務為干擾變項,104,碩士,顏廷純,https://hdl.handle.net/11296/r334cb
影像處理於流道細胞計數之開發與應用,104,碩士,溫韋諦,https://hdl.handle.net/11296/uwbctn
合作學習教學策略對國小四年級學童閩南語學習成效和學習技巧之影響,104,碩士,吳品芬,https://hdl.handle.net/11296/9768t4
產品組合策略影響因素之探討,104,碩士,李珮君,https://hdl.handle.net/11296/6we987
從《吠陀》苦行到早期佛教頭陀行之研究,104,博士,釋寶光,https://hdl.handle.net/11296/x4n73e
1-氟化萘的光電子光譜與磷光光譜的理論研究,104,碩士,陳俐文,https://hdl.handle.net/11296/43yybu
臨床護理人員文化照護能力、工作滿足、與專業承諾之相關性研究,104,碩士,張秀禎,https://hdl.handle.net/11296/247mxb
南傳上座部僧團生活--短期出家參與體驗之研究分析,104,碩士,藍正毅,https://hdl.handle.net/11296/fkkwz2
資訊科技，分權，整合，及部門生產力,104,碩士,傅伊凡,https://hdl.handle.net/11296/uqs94g
全景光學同調攝影術於三維皮膚組織造影的應用,104,碩士,王友延,https://hdl.handle.net/11296/g952pb
弦波產生器之單晶片實現,104,碩士,林德裕,https://hdl.handle.net/11296/jt6hss
台法消費者行為研究 : 以心理學與人類學角度探討高跟鞋行銷策略,104,碩士,陳詠文,https://hdl.handle.net/11296/c3wzm6
半導體設備商導入數位化機台維修教育訓練成效分析之研究,104,碩士,陳建合,https://hdl.handle.net/11296/3k8rh2
寬頻單極槽孔天線饋入的研究,104,碩士,羅仕清,https://hdl.handle.net/11296/f5ej6a
台灣基督長老教會〈關心同性婚姻議題之牧函〉的神學爭議及其對其屬下教會與信徒牧養之影響—以其對性別與大專委員會事工的影響為例,104,碩士,張仁和,https://hdl.handle.net/11296/j7x4s3
兒童初學走繩技能練習安排效果之研究,104,碩士,李恩慈,https://hdl.handle.net/11296/m9cg9t
英語線上影音學習平台對國中生英語學習動機之影響,104,碩士,王荔民,https://hdl.handle.net/11296/wttyek
建構委外檢驗資安保護系統,104,碩士,黃思翰,https://hdl.handle.net/11296/2gqacv
喜閱網對高雄市四年級學童識字量與閱讀興趣之影響,104,碩士,陳威州,https://hdl.handle.net/11296/sjab27
文化創意產業之微型創業：四粒米設計與創業歷程,104,碩士,藍萱,https://hdl.handle.net/11296/m48r42
線上自我學習對於員工訓練的效應,104,碩士,林宜萱,https://hdl.handle.net/11296/uazvb2
以區間移動和低頻調變所生成的人造鋼琴音樂,104,碩士,周照庭,https://hdl.handle.net/11296/4966n2
行動學習融入高中國文教學對學生閱讀理解能力與閱讀態度之影響,104,碩士,曾振富,https://hdl.handle.net/11296/b2rx9t
情感式學習系統發展與分析-以程式語言學習為例,104,博士,蘇聖雄,https://hdl.handle.net/11296/bhhs95
行動學習融入高中地球科學對學習成效與學習態度之影響,104,碩士,陳尚宏,https://hdl.handle.net/11296/vuughs
欲望大他者：80年代電影與小說的互文性──以〈孤戀花〉、〈我愛瑪莉〉、〈風櫃來的人〉為例,104,碩士,吳孟翰,https://hdl.handle.net/11296/yhb8uy
不同成分DyM(M=Cu、Al)合金粉對燒結NdFeB永磁體晶界擴散及磁性強化效應之研究,104,碩士,吳政勳,https://hdl.handle.net/11296/zuq6f2
以靜電作用力製備螢光感測電紡纖維：合成、性質鑑定與金屬離子感測之研究,104,碩士,吳振豪,https://hdl.handle.net/11296/9a6mf4
五、六○年代女性小說的自傳式書寫－以林海音《城南舊事》、聶華苓《失去的金鈴子》、徐鍾珮《餘音》為研究對象,104,碩士,古茗芳,https://hdl.handle.net/11296/j78v29
以CST指標評估超音波水解污泥之特性,104,碩士,黃君婷,https://hdl.handle.net/11296/2p6fqp
我國醫院業能源大用戶之能源使用效率影響因素分析,104,碩士,楊舜博,https://hdl.handle.net/11296/hdpvrh
應用TRIZ改善防水開關產品之研究,104,碩士,康憲鎰,https://hdl.handle.net/11296/x2c54n
風力發電機塔柱動態位移記錄之時頻分析,104,碩士,潘潔貞,https://hdl.handle.net/11296/8ueamb
艾咪‧畢奇鋼琴作品《作品15》、 《作品92》之演奏詮釋與分析探討,104,碩士,蔡珮瑜,https://hdl.handle.net/11296/3k692v
多視角視網膜影像對位之研究,104,碩士,鄭玲潔,https://hdl.handle.net/11296/nq2685
高雄市國小教師資訊素養、教學創新與教學效能之相關研究,104,碩士,黃郁文,https://hdl.handle.net/11296/97354r
宜蘭客家產業之研究,104,碩士,彭名琍,https://hdl.handle.net/11296/685zv5
預警情報與新興恐怖主義下之國土安全研究,104,碩士,李柏萱,https://hdl.handle.net/11296/7e9jwr
情緒領導行為與團隊績效-團隊情感氛圍之調節效果,104,碩士,林適霞,https://hdl.handle.net/11296/edpa42
行銷學校特色與體育教學關係之研究--以彰化縣偏遠小學為例,104,碩士,吳哲銘,https://hdl.handle.net/11296/44g4th
可對用戶服務品質分級之LTE上行資源分配機制,104,碩士,楊政憲,https://hdl.handle.net/11296/de7tzq
以Google App評論為字詞權重調整之情緒分析系統,104,碩士,林彩雯,https://hdl.handle.net/11296/65k3pc
智能監控照護系統,104,碩士,林正哲,https://hdl.handle.net/11296/w982x8
網頁運動記錄搭配回饋使用對國小學童BMI和運動自我效能之影響,104,碩士,蘇郁棟,https://hdl.handle.net/11296/875r7h
社區營造與公民參與之研究-以彰化縣田中鎮西路社區守望相助隊為例,104,碩士,蔣正惠,https://hdl.handle.net/11296/79msdp
使用者共創之來源國效應,104,碩士,許哲偉,https://hdl.handle.net/11296/s4e7q8
品牌形象、品牌忠誠度、顧客滿意度與個人涉入-UNIQLO個案研究,104,碩士,林筱涵,https://hdl.handle.net/11296/476pzh
碳源對畢赤酵母菌表現重組蛋白hG-CSF之影響,104,碩士,劉玉雯,https://hdl.handle.net/11296/q4n3ct
考量良率與整備時間/成本及訂單延遲成本下多次投料研究,104,碩士,賴冠宇,https://hdl.handle.net/11296/59u6ba
製備條件與添加劑對氧化石墨烯複合膜之滲透蒸發效能影響,104,碩士,洪偉哲,https://hdl.handle.net/11296/4k3f68
立定連續三次跳的地面反作用力,104,碩士,詹衆銘,https://hdl.handle.net/11296/5e83kb
劉旭恭圖畫書與幼童閱讀研究,104,碩士,蘇秋蓮,https://hdl.handle.net/11296/dn556s
臺北市幼兒園教師對特殊需求幼兒教學效能與教育品質之相關研究,104,碩士,葉琛,https://hdl.handle.net/11296/qeb7vx
幸福感的藝術表現-壓克力繪畫創作,104,碩士,朱淑華,https://hdl.handle.net/11296/d9p3fc
國民小學教師在職進修學習動機及其學習滿意度之研究—以屏東大學生態休閒教育教學碩士學位學程研究所為例,104,碩士,林倖年,https://hdl.handle.net/11296/h72jwy
以5E教學策略研究國小低年級學童 對水的蒸發與凝結作用相關概念研究,104,碩士,王怡人,https://hdl.handle.net/11296/v48xsm
都市更新議價模式之探討,104,碩士,周建穎,https://hdl.handle.net/11296/4f4d3h
中國大陸、港澳及東南亞境外學生來台生活適應相關研究-以國立高雄餐旅大學為例,104,碩士,蔣雅薇,https://hdl.handle.net/11296/zzcgvd
高隨機脈衝雜訊影像之模糊象限分群濾波器,104,碩士,謝政修,https://hdl.handle.net/11296/3txbpq
遊客生態旅遊認知與遊憩衝擊知覺關係之研究─以高雄市大社觀音山風景區為例,104,碩士,宋千玉,https://hdl.handle.net/11296/sf47x2
應用於無線傳能之高效率整流器研製,104,碩士,楊凱傑,https://hdl.handle.net/11296/9kf6qn
雷射印表機於文字文件之加密與解密,104,碩士,黃昱融,https://hdl.handle.net/11296/gh7gbt
凝膠電泳影像掃描系統之設計與開發,104,碩士,林冠銘,https://hdl.handle.net/11296/y7ysdn
中國海權擴張與中日安全困境兼論美日同盟之調整,104,碩士,尤柏涵,https://hdl.handle.net/11296/xr2tup
加值通路共同品牌策略與品牌來源國對顧客評價之影響─ 以加值通路品牌熟悉度為干擾變數,104,碩士,陳力豪,https://hdl.handle.net/11296/f2eh5d
以經濟資本概念探討壽險業商品組合對負債之影響,104,碩士,賴怡君,https://hdl.handle.net/11296/jbtz34
台灣地區水青岡森林的風險性評估,104,碩士,許驊,https://hdl.handle.net/11296/69b668
