論文名稱,畢業學年度,學位類別,作者,博碩士論文網址
製備鉑釕/中空碳球觸媒與鹼性複合式聚乙烯醇高分子膜並 應用於鹼性直接甲醇燃料電池,103,碩士,林彥廷,https://hdl.handle.net/11296/38n5x2
聚苯乙烯/碳纖維複合材料的動態壓縮行為,103,碩士,黃見龍,https://hdl.handle.net/11296/qhsch3
高應變率下光纖光柵之特性,103,碩士,施俊言,https://hdl.handle.net/11296/6266r5
葉酸攝取量調節老化鼠與阿茲海默症基因轉殖鼠之腦部病理指標、粒線體病變與認知功能,103,碩士,周千祐,https://hdl.handle.net/11296/u87ueu
台灣跨世代華劇之暢銷關鍵因素分析,103,碩士,白舒樺,https://hdl.handle.net/11296/z4dr3q
影響YouBike騎乘行為之研究,103,碩士,陳志宏,https://hdl.handle.net/11296/5r4uum
阿茲海默症相關基因體組變異與變異頻度在亞洲、美洲、歐洲以及非洲族群分布之研究,103,碩士,蕭明怡,https://hdl.handle.net/11296/6nk59y
書法之情性研究 -林居城書法創作論述,103,碩士,林居城,https://hdl.handle.net/11296/79en7y
蜂巢式綠色通訊網之最佳化系統參數研究,103,碩士,蘇照博,https://hdl.handle.net/11296/d8jn8p
環境關注、遊憩衝突及調適行為關係之探討,103,碩士,吳素女,https://hdl.handle.net/11296/8bc7fd
中港大排河廊改造景觀效益之研究,103,碩士,陳勝田,https://hdl.handle.net/11296/eu8krv
消費者對烏日啤酒商圈服務品質、顧客滿意度 及顧客忠誠度之研究,103,碩士,張正興,https://hdl.handle.net/11296/92uqss
博物館特展行銷策略之研究：以「蔡國強泡美術館」特展為例,103,碩士,黃利巧,https://hdl.handle.net/11296/767ahk
台灣社區老年群體自評健康變化之長期研究,103,博士,李惠蘭,https://hdl.handle.net/11296/gru5qb
氫鍵對聚(三-己基噻吩)分子形態影響之研究,103,碩士,楊茜百,https://hdl.handle.net/11296/ee2cb9
改善直笛合奏團團員節奏能力之研究,103,碩士,鄭百吟,https://hdl.handle.net/11296/vr29ng
Pt-TiO2/Graphene奈米複合材料於可見光下降解染劑AO7之研究,103,碩士,吳俊德,https://hdl.handle.net/11296/225k3m
以非真空化學水浴堆疊法研製非硫化銅鋅錫硫化合物太陽能電池,103,碩士,林世茂,https://hdl.handle.net/11296/vr3776
以田口法分析碳化鎢輥輪拋光之最佳參數,103,碩士,陳鴻隆,https://hdl.handle.net/11296/22dyg2
光罩式輔助輔助雷射微加工之研究,103,碩士,駱佑樺,https://hdl.handle.net/11296/3nf9hw
各種型態磷化合物在感潮河段底泥與水相間之分佈,103,碩士,楊承泓,https://hdl.handle.net/11296/z6my8v
國中學生參與國際活動之效益分析─以雲林縣某國中為例,103,碩士,蘇泳滕,https://hdl.handle.net/11296/q6bbqz
以微波退火形成歐姆性接觸鍺化鐿之特性研究,103,碩士,陳聖浩,https://hdl.handle.net/11296/cpjq8s
奈米碳管/石墨烯複合材料合成與鑑定應用於固態電容器,103,碩士,吳宗憲,https://hdl.handle.net/11296/kza3sx
防制酒後駕車刑事政策之研究,103,碩士,周冠佑,https://hdl.handle.net/11296/k8q3wy
長期血液透析婦女執行液體限制—以改變階段模式分析,103,碩士,何美蓮,https://hdl.handle.net/11296/bvmayz
國民小學實施讀報教育之調查研究--以澎湖縣為例,103,碩士,洪麗伶,https://hdl.handle.net/11296/en2c5p
廚師專業能力之研究-廚師培育階段認知之比較,103,碩士,陳筱蘋,https://hdl.handle.net/11296/n274cs
自由曲面多軸加工路徑規劃之研究,103,碩士,陳致穎,https://hdl.handle.net/11296/894c2t
書拉密女的抉擇 ─ 探討《雅歌》中愛情的召喚與閱讀的樂趣,103,碩士,洪麗琴,https://hdl.handle.net/11296/982q9g
新北市學前融合班教師集體效能感及其相關因素之研究,103,碩士,陳怡華,https://hdl.handle.net/11296/9rwc93
汽車旅館經營之方法目的鏈模型建構,103,碩士,陳琬瀅,https://hdl.handle.net/11296/9cwtmg
梅雨季西南季風影響下颱風雨帶之特徵,103,碩士,陳伯軒,https://hdl.handle.net/11296/qhmbst
長期照顧機構照顧服務員就業能力指標建構之研究,103,碩士,紀慧卿,https://hdl.handle.net/11296/455g7j
旅客搭乘低價航空影響因素之探討-以MOA理論為基礎,103,碩士,林俊男,https://hdl.handle.net/11296/k53j3d
提昇XML文件相似度比對及分群效能之研究,103,碩士,李純軒,https://hdl.handle.net/11296/h7z8a9
金門地區幼兒園教保服務人員運用 繪本教學之調查研究,103,碩士,張陽玫,https://hdl.handle.net/11296/fn22s9
音圈馬達定位系統之離散順滑模態控制,103,碩士,龔煌盛,https://hdl.handle.net/11296/p7x7g2
可變高度之壓料條輔助於薄板引伸之分析與應用,103,碩士,林群富,https://hdl.handle.net/11296/kn9k8g
漢斯．安徒生童話《人魚公主》之意象元素 運用於插畫創作之研究,103,碩士,吳易真,https://hdl.handle.net/11296/4u7m2b
誠品文具館對消費者生活美學之影響,103,碩士,陳怡如,https://hdl.handle.net/11296/s5netu
醫療財團法人醫院會計師審計品質之研究,103,碩士,樊雋嵩,https://hdl.handle.net/11296/gcbp43
結合慣性量測元件與3D Google Earth之操船模擬系統,103,碩士,翁銘瑋,https://hdl.handle.net/11296/vrgv5v
台灣地區產業二氧化碳排放結構之因素分析,103,碩士,陳品卉,https://hdl.handle.net/11296/j5yku7
觀光旅遊商務整合行銷平台應用之探討 以屏東縣牡丹鄉旭海溫泉為例,103,碩士,謝博帆,https://hdl.handle.net/11296/868376
國小五年級音樂欣賞結合戲劇配樂教學的研究,103,碩士,鄭恆毅,https://hdl.handle.net/11296/g4r627
演奏與實際表達─ 探討保羅‧亨德密特的音樂《長號奏鳴曲》,103,碩士,方宜群,https://hdl.handle.net/11296/82tb8b
費爾德第5號《夜曲》及蕭邦作品第27-2號《夜曲》樂曲分析及鋼琴教學研究,103,碩士,李玉玲,https://hdl.handle.net/11296/c22bpw
機場櫃檯使用績效評估指標之研究,103,碩士,史筱璋,https://hdl.handle.net/11296/ktne4j
交感神經上鈣離子通道對α3β2-尼古丁受體調控之神經性腦血管舒張反應所扮演的角色,103,博士,吳盈潔,https://hdl.handle.net/11296/wf6fa2
延長無線感測網路壽命之耗能均化尋徑法,103,碩士,呂柏宏,https://hdl.handle.net/11296/9fyd48
應用隨機邊界法於台灣扣件產業之成本效率評估,103,碩士,梁孝祖,https://hdl.handle.net/11296/r8s827
公司治理與企業價值之關聯性-企業生命週期觀點,103,碩士,盧盈芳,https://hdl.handle.net/11296/9drez5
不只是隨性─服飾混搭消費之探索性研究,103,碩士,陳昭君,https://hdl.handle.net/11296/49k5w6
『蜜菓子烘焙坊』企業識別系統之視覺傳達設計創作研究,103,碩士,溫敏晴,https://hdl.handle.net/11296/nza3pm
宮崎駿動畫電影神隱少女配樂之研究,103,碩士,蔡芳怡,https://hdl.handle.net/11296/m284ak
以管柱層析分離白鶴靈芝之類胡蘿蔔素並製備其奈米微乳化液及生物利用率之測定,103,碩士,何迺行,https://hdl.handle.net/11296/46w8r8
跨部落格之部落客身份辨識,103,碩士,張大興,https://hdl.handle.net/11296/js8788
台灣溫泉於化妝品應用功效之初評,103,碩士,薛方眉,https://hdl.handle.net/11296/zxvp85
貨幣系統真相—梁勝雄創作論述,103,碩士,梁勝雄 ,https://hdl.handle.net/11296/nvx347
開發智慧型可攜式電源管理系統,103,碩士,劉學穎,https://hdl.handle.net/11296/jhgz95
古蹟再利用與文化觀光—以旗山生活文化園區為中心的研究,103,碩士,陳佳伶,https://hdl.handle.net/11296/f47jgg
開發可供植物工廠使用之雲端服務與網頁式操作介面,103,碩士,林宥維,https://hdl.handle.net/11296/hd9p38
開發可供植物工廠使用之通用型閘道器,103,碩士,葉濬詮,https://hdl.handle.net/11296/a5bt8x
冠脂妥改善糖尿病大白鼠動靜脈廔管之血管內皮功能及提升廔管血流,103,碩士,張士偉,https://hdl.handle.net/11296/a2y5s5
利用鋁─丙酮板式熱管散熱之LED模組設計,103,碩士,張嘉維,https://hdl.handle.net/11296/9b82nk
高雄市某區域社區藥局服務品質之調查分析,103,碩士,葉慶鴻,https://hdl.handle.net/11296/eh3dd4
以私有雲建置Linux學習動態評量系統之發展與評估,103,碩士,李承鴻,https://hdl.handle.net/11296/gr83a2
連鎖藥局會員之購買行為分析-以某連鎖藥局為例,103,碩士,林佩樺,https://hdl.handle.net/11296/5qh6tk
健保藥價調降對新北市兩家健保藥局,103,碩士,陸明達,https://hdl.handle.net/11296/3t57eb
技檢中心CMMI關鍵因素之研究,103,碩士,吳志遠,https://hdl.handle.net/11296/vyz394
精品消費動機之跨群分析,103,碩士,陳思穎,https://hdl.handle.net/11296/x95ezg
場協同理論在熱換器之應用分析,103,碩士,李明彥,https://hdl.handle.net/11296/ckua92
藥師執行高診次患者藥事居家照護之成效評估,103,碩士,陳合發,https://hdl.handle.net/11296/42m36c
運用視覺藝術評量規準於漫畫課程之研究,103,碩士,呂麗君,https://hdl.handle.net/11296/7k47sh
一個整合視覺與顏色途徑之擴充型腦網路模型,103,碩士,謝孟陽,https://hdl.handle.net/11296/zshd9v
利用隨機及結構化之樹狀搜尋演算法在低複雜度降低晶格之MIMO檢測下的研究,103,碩士,王致忠,https://hdl.handle.net/11296/y8dvh8
異想世界,103,碩士,蕭志夫,https://hdl.handle.net/11296/3uh6b9
低頻超聲波導入對含維生素C衍生物精華液之皮膚吸收的影響,103,碩士,王培鎂,https://hdl.handle.net/11296/b6bf5e
設計調製藥局與其經營策略,103,碩士,劉曉慧,https://hdl.handle.net/11296/65ys5q
智能化遠距多軸銑削加工服務系統,103,博士,陳茂盛,https://hdl.handle.net/11296/556ecc
桃園縣65歲以上長者對居家藥事照護認知、需求及滿意度及剩藥行為之探討,103,碩士,陳傳慧,https://hdl.handle.net/11296/6n9ypf
參加音樂性社團對國小學童音樂學習興趣影響之調查研究─以臺中市為例,103,碩士,陳怡伶,https://hdl.handle.net/11296/baj5es
水解優養化藻類供製生質能之技術研發,103,碩士,邱建豪,https://hdl.handle.net/11296/5u3bd7
在無線感測網路中具能量效率的雙路徑基礎資料聚集方法之研究,103,碩士,謝志泓,https://hdl.handle.net/11296/gwt2d7
蕭泰然《家園的回憶》作品四十九暨《告別練習曲》作品五十五之樂曲分析與演奏詮釋,103,碩士,吳佳熹,https://hdl.handle.net/11296/32s277
探討職業災害與勞工行為之關聯性- 以台電公司事故為例,103,碩士,林千雅,https://hdl.handle.net/11296/rzv4hb
蕭泰然四首台語創作藝術歌曲作品分析與詮釋,103,碩士,葉穎靜,https://hdl.handle.net/11296/45cswm
「苦惱自責反芻」和「深思反省反芻」對於 大學生的羞愧感與自殺行為風險之關係的影響,103,碩士,呂翊庭,https://hdl.handle.net/11296/xqmnru
有接受Allopurinol 治療在痛風與腎臟疾病的關聯性研究-以健保資料庫為例,103,碩士,楊艾珍,https://hdl.handle.net/11296/w26vg9
在毫微微細胞網路中植基於圖論之動態頻道分配之研究,103,碩士,呂侑純,https://hdl.handle.net/11296/8d9qf5
民法第一百九十五條之一增訂懲罰性損害 賠償之研究,103,碩士,蕭如伶,https://hdl.handle.net/11296/2kp8ej
以互動技術建構情境式鄉土教學環境,103,碩士,呂春慧,https://hdl.handle.net/11296/pj3y7d
苗栗縣公共工程品質邏吉特模型預警分析,103,碩士,劉穎叡,https://hdl.handle.net/11296/e6v8vz
濺鍍鈦合金薄膜及其氧化物特性分析,103,碩士,陳鴻毅,https://hdl.handle.net/11296/b82yr2
下顎前移手術前後呼吸到壓力窄縮模糊模型,103,碩士,林崇光,https://hdl.handle.net/11296/ys77vj
國小教師習慣領域光明心態與教學效能之相關研究,103,碩士,劉倍岑,https://hdl.handle.net/11296/c62746
童心玩物-賴慧容繪畫創作論述,103,碩士,賴慧容 ,https://hdl.handle.net/11296/8e2vmm
宗教型醫院公共空間室內裝修設計之比較研究,103,碩士,吳雅琪,https://hdl.handle.net/11296/c78gps
住宿業從業人員對旅館節能減碳措施知覺重要性及表現程度之研究,103,碩士,盧碧蓮,https://hdl.handle.net/11296/8mxqur
若利維：《小夜曲》之樂曲分析與詮釋探討,103,碩士,林怡函,https://hdl.handle.net/11296/kj7uce
歌陶瓷博物館品牌經營之研究,103,碩士,林柔安,https://hdl.handle.net/11296/n65kce
探討可溶性因子以及MAPK家族參與小鼠間葉基質細胞調控T細胞免疫抑制活性之角色,103,碩士,丁一之,https://hdl.handle.net/11296/7zx9ca
應用於LTE系統之改良式單一樹搜尋法,103,碩士,蔡秉憲,https://hdl.handle.net/11296/c9kk67
國民中小學教學正常化方案評鑑指標之認同度研究,103,碩士,樂家赫,https://hdl.handle.net/11296/he6v7e
機車維修人員揮發性有機物內部劑量評估,103,碩士,謝易燁,https://hdl.handle.net/11296/tw3f68
影響係數矩陣之對角線獲取技術應用於基本解法和正規化無網格法,103,碩士,劉任,https://hdl.handle.net/11296/k82p2w
LED驅動電路之研製,103,碩士,劉宏志,https://hdl.handle.net/11296/tn297k
間斷性禁食模式對鞍帶石斑 PPARα 基因表現之影響,103,碩士,胡益順,https://hdl.handle.net/11296/223v47
數位眼底攝影機評估眼底之認知研究,103,碩士,黃振卿,https://hdl.handle.net/11296/634558
脈衝直流磁控濺鍍系統製備薄膜太陽能電池的銅鋅錫硫吸收層之研究,103,碩士,沈祖平,https://hdl.handle.net/11296/32v2v6
輕質骨材混凝土對二氧化碳吸附之初步探討,103,碩士,林永值,https://hdl.handle.net/11296/q6a2ve
大學生於通識教育課程中音樂偏好變化之研究,103,碩士,陳倍彥,https://hdl.handle.net/11296/947ajg
體驗價值、關係價值、顧客滿意與行為意向之研究-以西服為例,103,碩士,李孟潔,https://hdl.handle.net/11296/fps8j7
剝皮寮歷史街區再發展：生態博物館的想像,103,碩士,邱紹雯,https://hdl.handle.net/11296/4795mt
存在•氣息–徐煜宸創作論述,103,碩士,徐煜宸,https://hdl.handle.net/11296/48b4gk
文化觀想與符號價值之創作應用研究－以西方宗教建築形式的燈具為例,103,碩士,黃建元,https://hdl.handle.net/11296/2ay32c
核心代理問題、機構法人與資訊揭露之關聯性,103,碩士,陳裕霖,https://hdl.handle.net/11296/78mkzn
梭爾《大獨奏》之曲式分析及演奏詮釋,103,碩士,陳貴芳,https://hdl.handle.net/11296/h57afu
一個新穎的最佳化方法設計配電電網中OLTC設定及無效功率補償,103,碩士,童聖傑,https://hdl.handle.net/11296/xnjm54
以社會網絡分析探討遊客來台意象－大陸與港澳為例,103,碩士,張辰皓,https://hdl.handle.net/11296/d8vrdw
戰後初期收音機廣播與國語推行（1945-1950）—以《台灣之聲》內容分析為中心,103,碩士,林莠卿,https://hdl.handle.net/11296/ym4w5a
全面品質管理文化對醫院營運績效關係之研究,103,碩士,陳璵晴,https://hdl.handle.net/11296/23e6wv
醫療機構國際擴張：以中部某醫院為例,103,碩士,廖文慈,https://hdl.handle.net/11296/6rck34
台北市國小藝術才能美術班學童科技創造力與美塔學態度之相關研究,103,碩士,程懷德,https://hdl.handle.net/11296/2t99d8
羅伯特‧穆欽斯基《時間小品》，作品43 之樂曲分析與演奏詮釋,103,碩士,王麒豪,https://hdl.handle.net/11296/pn4mc2
趙元任藝術歌曲《過印度洋》《賣布謠》《教我如何不想他》《茶花女飲酒歌》之詮釋研究,103,碩士,林忠信,https://hdl.handle.net/11296/7ydqng
Tcad Power MOS 模擬研究,103,碩士,王俊傑,https://hdl.handle.net/11296/8fkvtk
Nanog在Snail造成肺癌細胞上皮-間質轉移中扮演之角色及其與訊號傳遞路徑,103,博士,劉振偉,https://hdl.handle.net/11296/639kw4
平價旅館在臺中市中區之建築設計,103,碩士,盧昱中,https://hdl.handle.net/11296/k9yb23
IFRSs差異調整數與資訊不對稱之關聯性,103,碩士,曾旭徽,https://hdl.handle.net/11296/8euqp9
邊陲街廓再造之研究 － 以金山區溫泉路段為例,103,碩士,林仲達,https://hdl.handle.net/11296/q9j42e
在台印尼籍居家監護工工作壓力、社會支持與生活品質相關性探討,103,碩士,陳玉玲,https://hdl.handle.net/11296/wjzvtq
資訊圖書零售業策略目標與經營績效之研究,103,碩士,彭德凱,https://hdl.handle.net/11296/czttu3
傳統銷售與體驗銷售對顧客滿意度及品牌忠誠度,103,碩士,蔡岳全,https://hdl.handle.net/11296/a8yse2
中部地區教保服務人員對混齡教學的教學態度與教學困擾之相關研究,103,碩士,汪育靜,https://hdl.handle.net/11296/kvjnp3
探討不完美重工之多樣產品生產系統並(n+1)次配送之生產週期和最佳配送策略與含機器當機不完美重工並多次配送策略之整合買賣方供應鏈系統之最佳生產時間,103,碩士,李庭瑋,https://hdl.handle.net/11296/x83cy4
「過了門檻後」男女擇偶偏好之差異－以擇偶幣的概念來檢測,103,碩士,王怡婷,https://hdl.handle.net/11296/gh4a23
冥想密室－黃香玲油畫創作論述,103,碩士,黃香玲,https://hdl.handle.net/11296/f3jscn
直流轉直流升壓轉換器之高壓晶片設計,103,碩士,許鎮傑,https://hdl.handle.net/11296/3667hs
「薏鄉流轉」—陳文惠創作論述,103,碩士,陳文惠  ,https://hdl.handle.net/11296/4za3a4
志工旅遊實地體驗與參與動機對遊憩滿意度與其公民行為相關之研究,103,碩士,文楷睿,https://hdl.handle.net/11296/22875m
薪酬委員會與公司治理對董監薪酬之影響,103,碩士,洪詩涵,https://hdl.handle.net/11296/c6mp52
公司治理對經營績效之影響: 以台灣之銀行業為例,103,碩士,黃漢章,https://hdl.handle.net/11296/2b86qu
資訊透明度與財務危機公司之關聯性探討,103,碩士,姚惠雀,https://hdl.handle.net/11296/a4w38t
從公司治理角度探討股權結構對經營績效之影響,103,碩士,盧建良,https://hdl.handle.net/11296/84n56y
鐵礦砂價格對澳幣升貶值之影響度研究,103,碩士,郭素孜,https://hdl.handle.net/11296/tfc846
宅經濟概念股股價之季節效應研究──以線上遊戲公司為例,103,碩士,詹雪卿,https://hdl.handle.net/11296/y2vtc8
水資源概念股股價之季節效應研究,103,碩士,鄭莉娟,https://hdl.handle.net/11296/3t92v9
Apple股價對臺灣相關概念股之影響度研究,103,碩士,林國昌,https://hdl.handle.net/11296/th78zj
銀價對臺灣相關製造業股價之影響度研究,103,碩士,洪韶諭,https://hdl.handle.net/11296/tvqudf
銅價對臺灣電線電纜類股股價之影響度研究,103,碩士,董利祥,https://hdl.handle.net/11296/f62g9a
Stern層和溫度對二氧化矽奈米粒子電動行為的影響,103,碩士,黃名江,https://hdl.handle.net/11296/mv52g4
台資金融機構赴大陸經營之風險管理指標,103,碩士,李子源,https://hdl.handle.net/11296/75422b
以創造性演化看組織轉型 -以頂新集團為例,103,碩士,林沂儒,https://hdl.handle.net/11296/p5c852
音樂與繪畫感通之研究- 以桑德‧威雷斯作品「向保羅‧克利致敬」為例,103,碩士,黃靜婷,https://hdl.handle.net/11296/7evm6k
彰化縣國民小學陶笛團組織、訓練、與經營現況之調查研究,103,碩士,洪珀慈,https://hdl.handle.net/11296/22mfqv
男女對「女性身材」吸引力的偏好認知差異:以台灣女性身材為圖像問卷的本土性研究,103,碩士,王麗雪,https://hdl.handle.net/11296/xvh3za
奈米壓印深溝渠粗化技術製作HIT太陽能電池,103,碩士,陳俊麟,https://hdl.handle.net/11296/r53um7
利用快速交替式非對稱脈衝反應性磁控濺鍍沉積Nb2O5-SiO2混合膜製鍍漸變折射率濾光片特性研究,103,碩士,華宗庭,https://hdl.handle.net/11296/pz4mjv
芳苑潮間帶遊憩體驗環境屬性與地方依附之研究,103,碩士,謝金華,https://hdl.handle.net/11296/wt336k
教師預防菸害策略與高中職生 吸菸行為關係之研究,103,碩士,蔡東珉,https://hdl.handle.net/11296/hygr9c
基於視覺關注模型之視訊品質增強技術,103,碩士,紀憲緯,https://hdl.handle.net/11296/fzhac7
構築可大量表現醛類還原酶之啤酒酵母菌以提升其酒精及醛類耐受性,103,碩士,黃珮茹,https://hdl.handle.net/11296/5js7hm
兩性於長、短期交往時臉蛋與身材、外貌與收入擇偶的相對偏好差異,103,碩士,倪淑貞,https://hdl.handle.net/11296/n26amy
雷貝卡.克拉克《中提琴奏鳴曲》之 樂曲分析與詮釋研究,103,碩士,陳文方,https://hdl.handle.net/11296/27crv7
三首西班牙鋼琴作品中之舞曲元素以阿爾班尼士、葛拉納多斯及法雅為例,103,碩士,趙芳依,https://hdl.handle.net/11296/bg5n6p
嵌入式永磁無刷電動機研製,103,碩士,謝允軒,https://hdl.handle.net/11296/r4dvyg
微型軸向式磁阻電動機研製,103,碩士,黃鈺容,https://hdl.handle.net/11296/vhd8we
北魏造像題記書風探微-以龍門二十品為代表,103,碩士,黃士芬,https://hdl.handle.net/11296/vuvn8x
大中華現代油畫拍賣市場之價格及報酬率的分析,103,碩士,陳玲蘭,https://hdl.handle.net/11296/9rjrbx
籌碼動能對股價之影響度研究--以臺灣上市櫃公司為例,103,碩士,趙昭容,https://hdl.handle.net/11296/48h7u5
基金家族品牌效應對投資人選擇基金的影響,103,碩士,藍鴻達,https://hdl.handle.net/11296/967dm7
中國和印度節慶對黃金價格的影響,103,碩士,廖閔萱,https://hdl.handle.net/11296/584447
《般若心經》空義研究,103,碩士,黃柏誠,https://hdl.handle.net/11296/j97vs2
國際化及多角化-危機或轉機,103,碩士,邱翠媚,https://hdl.handle.net/11296/w72378
基金經理人任期對基金風險、費用與績效的影響,103,碩士,陳錫新,https://hdl.handle.net/11296/p75b5x
基金經理人更換對績效、風險與週轉率的影響,103,碩士,胡煐雀,https://hdl.handle.net/11296/9bhf6x
黃豆期貨價格對臺灣食品類股股價的影響度研究,103,碩士,張文娟,https://hdl.handle.net/11296/fyb28q
影響房地產因素之硏究： 以和美鎮、線西鄉、伸港鄉為例,103,碩士,姚禎祥,https://hdl.handle.net/11296/ezvc8r
Trench MOSFET元件設計製作及量測,103,碩士,李于賓,https://hdl.handle.net/11296/a4cjzb
以流體化床造粒技術回收電鍍廢水中鎳離子,103,碩士,陳怡靜,https://hdl.handle.net/11296/t4c38b
彰化縣國民小學教育人員知覺補救教學實施情形之研究,103,碩士,林念臻,https://hdl.handle.net/11296/a766je
"Ti, Zr, Hf底層效應對鐵鉑薄膜結構、內應力與磁性之影響",103,博士,申繼陽,https://hdl.handle.net/11296/28b5tr
新住民理財觀念及其學習需求之調查研究,103,碩士,林尚逸,https://hdl.handle.net/11296/463e3g
都會型排水之區域發展永續性評估方法之研究 ―以新北市中港大排為例,103,碩士,黃新俊,https://hdl.handle.net/11296/r6kpr5
廢生物可分解性聚羥基烷酸酯 (PHAs) 塑料之回收與資源化研究,103,碩士,鄭啟廷,https://hdl.handle.net/11296/q4ze47
品牌體驗、品牌個性、品牌關係品質在品牌忠誠度上的影響對馬來西亞和台灣連鎖餐廳之研究,103,碩士,任嘉樺,https://hdl.handle.net/11296/ympe83
品牌形象、知覺風險、信任與購買意願關係之研究,103,碩士,黃順誠,https://hdl.handle.net/11296/4q5d9y
間歇訓練對業餘自行車選手運動表現之影響,103,碩士,林正倫,https://hdl.handle.net/11296/6arsqs
彰化縣國民小學游泳選手運動參與動機對訓練態度之影響-以成績表現作為干擾,103,碩士,曹慧真,https://hdl.handle.net/11296/au64x5
"參吡啶-雙釕金屬間以2,6-吡啶二甲酸-4,4’-乙炔聯苯為橋接基分子之物性探討",103,碩士,何昌幸,https://hdl.handle.net/11296/457n94
哌喃/香豆素與吡咯/香豆素稠合衍生物之合成 及其潛在分子開關性質研究,103,博士,林其輝,https://hdl.handle.net/11296/95mnf6
國小高年級學童生活壓力、運動涉入與情緒管理之關係,103,碩士,蘇韻文,https://hdl.handle.net/11296/b37474
國小校園安全防護採行情境預防技術之評估 以嘉義市為例,103,碩士,林文章,https://hdl.handle.net/11296/vzg37r
新北市國小教師人格特質與工作倦怠關係之研究 —新北市深坑國小之個案研究,103,碩士,蘇郁雅,https://hdl.handle.net/11296/un6wuw
退化性膝關節炎患者之症狀、休閒參與與休閒阻礙之研究,103,碩士,李壽興,https://hdl.handle.net/11296/vw93nd
桃園地區青少年運動參與動機、自我效能與學習成效之研究,103,碩士,韓瑪琍,https://hdl.handle.net/11296/9upp8n
臺灣職棒主場經營模式與球隊認同感之研究-以Lamigo桃猿為例,103,碩士,張金立,https://hdl.handle.net/11296/4tjeuz
新屋石滬生態綠色走廊自行車道形象、休閒滿意度與重遊意願關係之研究,103,碩士,陳壽楚,https://hdl.handle.net/11296/z5559x
探討App-PHR持續使用因素及成效-以大學生為例,103,碩士,蔡明達,https://hdl.handle.net/11296/y9krt2
指壓課程學生使用中醫數位學習系統之因素及學習成效,103,碩士,黃品勛,https://hdl.handle.net/11296/8g9ez7
熱處理對三種國產人工造林木化學性質之影響,103,碩士,呂知諺,https://hdl.handle.net/11296/6qaq56
品牌知名度、品牌形象及購買意願關係之研究,103,碩士,陳美玉,https://hdl.handle.net/11296/pq62sr
商店形象、服務品質、知覺風險 與購買意願關係之研究,103,碩士,陳秀珊,https://hdl.handle.net/11296/59eme2
工作壓力、工作倦怠、工作滿意度與組織承諾關係之研究,103,碩士,呂鎂玉,https://hdl.handle.net/11296/89d5zh
