論文名稱,畢業學年度,學位類別,作者,博碩士論文網址
數位英語寫作批改之應用研究,106,碩士,吳永泰,https://hdl.handle.net/11296/r6atzy
大棟山自行車騎乘者參與動機與休閒效益之研究,106,碩士,崔金玉,https://hdl.handle.net/11296/r59cg2
知覺風險、信任與服務品質對行動支付使用滿意度影響之研究,106,碩士,洪靜怡,https://hdl.handle.net/11296/e4g325
國小高年級學童之閱讀行為與家庭及班級閱讀環境之關聯探討,106,碩士,劉昌廷,https://hdl.handle.net/11296/dhgnfc
國軍激勵制度、工作滿意度與工作績效之研究,106,碩士,廖勁儒,https://hdl.handle.net/11296/des6tu
數位教學對DJ學生學習成效影響之研究,106,碩士,黃佳宏,https://hdl.handle.net/11296/zekd82
運用彩虹生命教育課程對國小六年級學童性別平等教育學習影響之研究,106,碩士,吳茜茹,https://hdl.handle.net/11296/zr39t3
形狀安定陽極DSA電觸媒於船體生物污染之實驗分析,106,碩士,李華文,https://hdl.handle.net/11296/42tjwn
北臺灣基層棒球隊教練在角色衝突、工作壓力及其因應策略之研究,106,碩士,姚宏林,https://hdl.handle.net/11296/wxne8k
高中101課綱三十篇文言文選文情意教學研究,106,碩士,高雅娸,https://hdl.handle.net/11296/2g55kw
商標專用權與善意先使用權之衡平研究,106,碩士,謝富松,https://hdl.handle.net/11296/p4mgzu
利用混沌系統對RC4串流加密之傳輸進行遮蔽,106,碩士,馮兆暄,https://hdl.handle.net/11296/py4u2u
國軍運輸部隊運用品質改善以提升車輛派遣成效,106,碩士,賴竣彥,https://hdl.handle.net/11296/ng63px
模糊機器人代理人於社群媒體分類應用之研究,106,碩士,賴詩雅,https://hdl.handle.net/11296/gdj6f6
陸軍後勤部隊志願役之人格特質、工作壓力、工作滿意度與留營意願之探討,106,碩士,李偉聖,https://hdl.handle.net/11296/3r8esq
幼兒運思前期認知發展之研究 -以無字圖畫書《狐狸與母雞》為例,106,碩士,狄郁晨,https://hdl.handle.net/11296/6tpxuh
牽絆—侯琇文家人意象繪畫創作論述,106,碩士,侯琇文,https://hdl.handle.net/11296/m9vr88
記得愛─王郁青創作論述,106,碩士,王郁青,https://hdl.handle.net/11296/zprhxt
想念-林明斐憶姊姊油畫創作自述,106,碩士,林明斐,https://hdl.handle.net/11296/kzzq36
孕育生命與祖孫情—高雅琪油畫創作自述,106,碩士,高雅琪,https://hdl.handle.net/11296/vy6c53
「家」：親情的傳遞 —昭華繪畫創作論述,106,碩士,陳昭華,https://hdl.handle.net/11296/75298y
浪裡白條 海洋心象印記 陳文蓮油畫創作論述,106,碩士,陳文蓮,https://hdl.handle.net/11296/z2y5r4
北投情 油彩趣—鄭淑美油畫創作論述,106,碩士,鄭淑美,https://hdl.handle.net/11296/yjamk7
短劇教學活動之幼兒「角色取替」試探,106,碩士,賴姿吟,https://hdl.handle.net/11296/5hytzn
應用MVC架構於公文系統建置流程改善之研究,106,碩士,李怡真,https://hdl.handle.net/11296/22t5x8
虛擬貨幣是否能夠成為不同金融市場的避險工具或是避險天堂? 以人民幣計價的比特幣市場為例,106,碩士,楊紫吟,https://hdl.handle.net/11296/jymee6
基於傾斜攝影製作真正射影像之最佳化處理,106,碩士,賴忠佑,https://hdl.handle.net/11296/s7a7m7
地下運輸路網系統遭洪水入侵後水流傳輸現象之模擬 －以台北市捷運系統為例,106,碩士,吳諮育,https://hdl.handle.net/11296/97dv7s
可變視窗時頻訊號處理與輪機振動訊號應用,106,碩士,陳瑞卿,https://hdl.handle.net/11296/74xfen
地下捷運通道遭洪水入侵後湧浪傳輸現象之模擬-以台北市捷運板南線為例,106,碩士,盂曾翔,https://hdl.handle.net/11296/ex5h9z
,106,碩士,簡子豪,https://hdl.handle.net/11296/gra66h
佈局的對稱性對電路特性之影響,106,碩士,林宛樺,https://hdl.handle.net/11296/35dhna
研究以化學浴沉積橫向生長的ZnO奈米柱的光電特性,106,碩士,楊蕙瑄,https://hdl.handle.net/11296/8nkd28
雲端化軟體持續整合與弱點測試系統,106,碩士,沈駿鴻,https://hdl.handle.net/11296/qdwc55
映照我心的故鄉「倒影」與「光彩」－  黃麗凝油畫作品自述,106,碩士,黃麗凝,https://hdl.handle.net/11296/a395pu
對比中的和諧—陳雅君竹編意象融入陶塑茶器創作論述,106,碩士,陳雅君,https://hdl.handle.net/11296/m425n5
擬真意象—李瑞欣手制陶壺創作論述,106,碩士,李瑞欣,https://hdl.handle.net/11296/bjweak
家族記憶—洪毓謙創作論述,106,碩士,洪毓謙,https://hdl.handle.net/11296/ms45fp
外國直接投資對蒙古經濟增長的影響,106,碩士,Uguudei Erdenebileg,https://hdl.handle.net/11296/3gctqa
整體最小二乘法原理及在測量數據處理上的應用,106,碩士,陳映潔,https://hdl.handle.net/11296/ser39a
支援LTE與WIFI共存之合作方案,106,碩士,黃麟傑,https://hdl.handle.net/11296/5cpqmq
高雄市國小高年級學童對溼地的生態知識、態度與保育行為之研究,106,碩士,陳筱靈,https://hdl.handle.net/11296/m46j8d
吊橋安裝工法之有限元分析 -以山月吊橋為例,106,碩士,李尚罄,https://hdl.handle.net/11296/4m2mvv
以計畫行為理論探討以房養老貸款行為意向之研究,106,碩士,李雅萍,https://hdl.handle.net/11296/rcc2cf
台中市公部門及私部門公共藝術之研究-台中地區西屯區為例,106,碩士,陳林駿良,https://hdl.handle.net/11296/79z4m4
GRI環境與經濟揭露對企業永續發展之探討-以金融業為例,106,碩士,鄒賀仲,https://hdl.handle.net/11296/3tt7au
應用計畫行為理論探討有機產品之購買意圖與綠色消費行為,106,碩士,許元泰,https://hdl.handle.net/11296/ew7qa8
耦合一維及二維淺水方程式之守恆模擬,106,碩士,楊統貴,https://hdl.handle.net/11296/vw4qe6
家庭露營者參與動機、環境服務品質、休閒效益對重遊意願影響之研究,106,碩士,林志益,https://hdl.handle.net/11296/q9qdcg
新住民在台生活與健康資訊取得－社會網絡觀點,106,碩士,賴羿涵,https://hdl.handle.net/11296/ck87tx
利用咖啡渣為原料培養乳酸菌生產細菌素,106,碩士,黃嘉緯,https://hdl.handle.net/11296/vvdqu2
陽極氧化鋁奈米孔道中之滲透能源轉換：孔道長度之影響,106,碩士,嚴子淵,https://hdl.handle.net/11296/zk2uyf
視覺與聽覺的互動—賴瓊足的莫札特音樂繪畫創作論述,106,碩士,賴瓊足,https://hdl.handle.net/11296/s9zv93
儒家道德觀研究,106,碩士,韓澤民,https://hdl.handle.net/11296/87jcgs
探討孕期瑜珈對懷孕婦女的心理壓力、皮質醇和免疫球蛋白A之成效,106,博士,陳寶如,https://hdl.handle.net/11296/3b6ra4
以計畫行為理論探討學生就業傾向之研究-以朝陽科技大學保險金融管理系為例,106,碩士,陳容瑄,https://hdl.handle.net/11296/3wa76z
以愛玉多醣微包覆副乾酪乳桿菌LCW23之研究,106,碩士,胡育慈,https://hdl.handle.net/11296/px3r98
淡水紅樹林地區建築開發對民眾視覺景觀影響,106,碩士,黃詠源,https://hdl.handle.net/11296/a946jf
旅館科技產品導入對旅客接受度之探討-以旅館型態及科技壓力為干擾,106,碩士,吳禾惠,https://hdl.handle.net/11296/czta69
建築技術規則及綠建築自治條例對重工業廠房適法性研究,106,碩士,黃昇祿,https://hdl.handle.net/11296/h9wwjp
大學餐飲科系學生之食育態度、地方依附、環境意識與在地食材使用意願之關係研究,106,碩士,陳瑋翔,https://hdl.handle.net/11296/5s87gn
我在『象圈工程』的社區工作,106,碩士,呂麗娟,https://hdl.handle.net/11296/wsfm9d
宗教組織經驗學習對自我實現之研究 ─以台灣創價學會為例,106,碩士,任婉柔,https://hdl.handle.net/11296/2wpdz5
P2P網貸平台倒閉因子分析,106,碩士,黃子航,https://hdl.handle.net/11296/a8wrb4
以多相位週期性關閉能量需求切換調變器實現之 高效率切換式直流對直流電壓轉換器,106,碩士,陳永翰,https://hdl.handle.net/11296/y7w4k8
運用概念構圖教學策略於七年級學生地理科學習動機學習態度和學習成就之行動研究,106,碩士,周志鴻,https://hdl.handle.net/11296/4jd365
具有袋型汲極摻雜之超薄層矽金氧半場效電晶體元件電性之研究,106,碩士,呂佳宗,https://hdl.handle.net/11296/xew9jc
傳統產業經營虛實整合之商業模式：以數位印刷公司為例,106,碩士,涂韋智,https://hdl.handle.net/11296/kmy96s
基隆市國民中學教師知覺校長正向領導與學校效能關係之研究,106,碩士,張家珮,https://hdl.handle.net/11296/t6887b
科學定律與實體─以Cartwright的本體論立場為例,106,碩士,褚玹甫,https://hdl.handle.net/11296/985w3h
於軟體定義網路下以路徑為基礎之拜占庭協議新解法,106,碩士,王君瑋,https://hdl.handle.net/11296/uy83yd
債務清理法制之研究-以跨國企業之破產與重整為中心,106,碩士,程慧晶,https://hdl.handle.net/11296/2g9yas
以EFM模式應用Scratch於國中全等三角形教材發展及其評估之研究,106,碩士,林佩姿,https://hdl.handle.net/11296/2ydpp7
水平調整螺絲腳墊銷售預測之研究,106,碩士,蘇靖婷,https://hdl.handle.net/11296/jxe26g
行動政府網頁設計準則影響資訊尋求之研究,106,碩士,孫賢潔,https://hdl.handle.net/11296/423g35
我國敵意併購之法制研究 ─ 以日月光收購矽品案為例,106,碩士,蔡敏雄,https://hdl.handle.net/11296/v7bn82
UTBB FDSOI 背面電壓調整與可靠度分析,106,碩士,黃彥傑,https://hdl.handle.net/11296/rt72bq
性別意識對於女性教練執教男子籃球隊之探討,106,碩士,林子衡,https://hdl.handle.net/11296/w9a2xz
科技業公益活動的適配組合：公益活動類型、公益活動地點、企業執行長形象、消費者生活型態,106,碩士,張令乙,https://hdl.handle.net/11296/u3j632
偏鄉學校教育安定方案之評估：臺東縣偏遠國中小學校為例,106,碩士,曾婉晴,https://hdl.handle.net/11296/at856j
無形資產典當模式之可行性分析,106,碩士,羅士翔,https://hdl.handle.net/11296/7y2h54
審計調整數對盈餘品質之影響-以台灣為例,106,碩士,張雅婷,https://hdl.handle.net/11296/dgp8rf
幼教教學品質概念之研究—幼教師與家長觀點,106,碩士,吳依靜,https://hdl.handle.net/11296/vg834d
參數式一體化之可動關節模型的生成- 以FDM 3D列印為例,106,碩士,陳科豫,https://hdl.handle.net/11296/znbq89
從工作設計理論探討流通業現場員工職務安排與工作成效之關聯性,106,碩士,邱瓈葳,https://hdl.handle.net/11296/tgctfh
跨國碳酸飲料廣告之廣告訴求與文化價值比較研究--以台灣與中國大陸「可口可樂」廣告為例,106,碩士,潘寧,https://hdl.handle.net/11296/776m86
與溫度無關的電壓源-PNP電晶體,106,碩士,詹前錦,https://hdl.handle.net/11296/dh695x
功率積體電路中的運算放大器之設計與佈局整合,106,碩士,陳立力,https://hdl.handle.net/11296/hxe5av
壽險行銷人員理財認知與退休理財規劃 之研究-以高雄市為例,106,碩士,游寶玲,https://hdl.handle.net/11296/j8n8w6
烹煮與加工方法對甘藷葉之總類胡蘿蔔素及葉黃素的生物可利用性之影響—體外試驗,106,碩士,郭知靄,https://hdl.handle.net/11296/knwbfn
學習共同體應用於國小五年級社會學習領域之行動研究 -以基隆市一所國小為例,106,碩士,張家齡,https://hdl.handle.net/11296/9myf9v
增進幼兒生命教育繪本閱讀理解－ 曼陀羅思考法之應用,106,碩士,周碧玫,https://hdl.handle.net/11296/dk43pg
供應鏈中生產線總體規劃模型之研究,106,碩士,藍竣毅,https://hdl.handle.net/11296/t3rjh7
高冠高6069鋁合金輪圈設計開發,106,碩士,江縉媞,https://hdl.handle.net/11296/u2w4p6
應用電腦輔助分析於真空輔助樹脂轉注成形技術,106,碩士,王柏棠,https://hdl.handle.net/11296/zcuy6t
空氣動力公路車低風阻車架之設計,106,碩士,歐芩鳳,https://hdl.handle.net/11296/evfga6
鋁合金管型截面於衝擊強度之影響,106,碩士,謝采君,https://hdl.handle.net/11296/2m2fy2
融合遊戲和社交網絡功能之手機應用程式介入方案對運動習慣修正與健康自我管理之成效探討,106,碩士,劉書羽,https://hdl.handle.net/11296/vt26jn
自大腸桿菌的包涵體中純化重組幾丁質酵素Aeromonas schubertii AsChi61,106,碩士,鄭志宇,https://hdl.handle.net/11296/v8rpf3
國小山野教育課程實施歷程之研究,106,碩士,韓孟芳,https://hdl.handle.net/11296/me3k2b
車牌辨識系統於C#平台實作之研究,106,碩士,王永霖,https://hdl.handle.net/11296/xgyh99
無線路由器效能之提升,106,碩士,張誌雯,https://hdl.handle.net/11296/tjezvc
台灣創作流行歌曲應用於社會領域課程之行動研究,106,碩士,王思婷,https://hdl.handle.net/11296/j5p9ct
誰的需要?志工觀光客跨文化服務倫理之概念,106,碩士,莊莒芬,https://hdl.handle.net/11296/c798js
南部餐旅技職學校餐飲管理科學生學習滿意度及學習成效之研究,106,碩士,黃秀玲,https://hdl.handle.net/11296/67v284
20公分蒸發皿及A型蒸發皿蒸發量之差異分析,106,碩士,方貽萱,https://hdl.handle.net/11296/aax9s8
認知訓練介入對於機構認知功能退化老人成效之探討,106,碩士,林佳瑩,https://hdl.handle.net/11296/v4h568
基於影像品質分析之生物辨識詐騙偵測,106,碩士,林雨蓉,https://hdl.handle.net/11296/s3by9z
泰雅文化融入國小高年級視覺藝術課程之行動研究,106,碩士,何紋慧,https://hdl.handle.net/11296/x87td4
低眩光LED平板燈光學膜片設計與分析,106,碩士,吳佳翰,https://hdl.handle.net/11296/53h67g
一級產業六級化服務品質之研究,106,碩士,黃薇霖,https://hdl.handle.net/11296/64v3ys
單次口服辣椒素脂類物質補充對運動恢復期人體骨骼肌肉肝醣之影響,106,碩士,許朝淵,https://hdl.handle.net/11296/3yrca4
教師在職進修Arduino課程之開班及參與趨勢分析研究,106,碩士,陳界任,https://hdl.handle.net/11296/y2yc46
台股指數期貨之當沖策略研究,106,碩士,洪子崴,https://hdl.handle.net/11296/acr5ed
日式定食餐廳內裝工程二氧化碳排放評估之分析,106,碩士,徐智勇,https://hdl.handle.net/11296/mbmb7z
蕭邦四首詼諧曲之樂曲分析與演奏詮釋,106,碩士,藍正和,https://hdl.handle.net/11296/3667r5
單通道暫態抑制器之佈局設計研究,106,碩士,劉育弦,https://hdl.handle.net/11296/e72938
我國證券交易法內線交易刑罰規定之適當性-以強化行政罰可能性之觀點,106,碩士,陳永群,https://hdl.handle.net/11296/3gxe63
傘齒輪閉模熱鍛製程模擬與實驗,106,碩士,顏志展,https://hdl.handle.net/11296/d349gg
影響企業推動智慧機械重要因素之研究,106,碩士,李姿葶,https://hdl.handle.net/11296/2qret9
以大數據探究金光布袋戲的產業與競爭分析,106,碩士,李杰晉,https://hdl.handle.net/11296/d48kdu
以《第二性》探討巧克力情人中的女主角蒂塔,106,碩士,江雅涵,https://hdl.handle.net/11296/w89c2y
浦朗克《八首夜曲》之分析與詮釋探討,106,碩士,烏昀瑋,https://hdl.handle.net/11296/84bs37
論證券詐欺法制下之理性投資人,106,碩士,林楷傑,https://hdl.handle.net/11296/76nkjn
不同佈局型態對電路特性之分析,106,碩士,何玟宣,https://hdl.handle.net/11296/9jwd2j
動作控制鞋及運動治療對於髕股關節疼痛症候群跑者疼痛及功能之成效,106,碩士,曾嬿蓁,https://hdl.handle.net/11296/6u8knq
國、高中柔道選手教練領導行為、激勵與績效表現之關係研究,106,碩士,李昱弘,https://hdl.handle.net/11296/pfm5ez
華山1914文化創意產業園區經營現況調查研究,106,碩士,鄭文駿,https://hdl.handle.net/11296/r6s38z
壓電致動有閥微泵浦應用於LED散熱之研究,106,碩士,李昱輝,https://hdl.handle.net/11296/tgybkk
"不鏽鋼厚度與金屬墊層對 CZT(S,Se) 薄膜太陽能電池之探討",106,碩士,吳晉宏,https://hdl.handle.net/11296/s5z8q9
應用混合接頭於異質接合之機械特性探討,106,碩士,蔡建緯,https://hdl.handle.net/11296/842q6k
LINE貼圖視覺圖像對中高齡者認知與喜好之研究,106,碩士,陳詠珊,https://hdl.handle.net/11296/kqwv8b
基於物聯網架構實現馬達監測系統,106,碩士,賴佑嘉,https://hdl.handle.net/11296/c58539
以社會認知理論探討客家文化生活環境營造之成效－以雲林縣為例,106,碩士,彭雅君,https://hdl.handle.net/11296/eq2298
應用矽酸鈉活化還原碴生產無水泥混凝土,106,碩士,黃正憲,https://hdl.handle.net/11296/v7m3xm
成就目標與高中運動員運動動機之關係研究,106,碩士,陳俊佑,https://hdl.handle.net/11296/tn77ym
CMOS影像感測器智慧財產專利研究分析,106,碩士,劉一匡,https://hdl.handle.net/11296/6fsqe7
以帕維斯跨文化觀點研析 《安平小鎮》之跨文化改編,106,碩士,李則琳,https://hdl.handle.net/11296/9v825b
大型柴油車排放氣膠微粒特性,106,碩士,陳建今,https://hdl.handle.net/11296/h2hut6
大型及移動式網路防禦機制之研究,106,碩士,李奕汎,https://hdl.handle.net/11296/q2k9gk
大學生對著作權的認知、態度與行為之研究,106,碩士,胡祥雲,https://hdl.handle.net/11296/n5s5c4
根據皮亞傑及艾瑞克森理論分析阿爾弗雷多·戈麥斯·塞爾達的七部兒童文學作品,106,碩士,鄭亞涵,https://hdl.handle.net/11296/5aq6q6
即時通訊軟體使用行為對人際關係影響之研究- 以台東縣LINE使用者為例,106,碩士,湯瑞霞,https://hdl.handle.net/11296/3tuwab
低分子量酚甲醛樹脂注入對人工林針葉樹木材性質之影響,106,碩士,蔡婉鈴,https://hdl.handle.net/11296/tvw386
外國觀光客人數變化對國內旅館業營收之影響,106,碩士,林昱均,https://hdl.handle.net/11296/46wk28
壓電致動高流量微泵浦之設計與製作,106,碩士,陳亭瑋,https://hdl.handle.net/11296/x7e5za
我國新住民及其子女教育方案實施之研究,106,博士,曾秀珠,https://hdl.handle.net/11296/3z2k5h
臺南市國小階段特殊教育心理評量人員專業能力具備與需求之研究,106,碩士,陳品涵,https://hdl.handle.net/11296/8b52ag
《雞皮疙瘩》(Goosebumps)系列之情節研究,106,碩士,劉靜瑩,https://hdl.handle.net/11296/j6p2z8
中部地區幼兒家長之性別平等教育態度與實踐相關之研究,106,碩士,林語柔,https://hdl.handle.net/11296/5x4g73
企業選用外籍勞工行為意向之研究,106,碩士,詹宏仁,https://hdl.handle.net/11296/kw8kb6
主管領導風格及部屬內控人格對部屬工作績效與部屬離職傾向之影響－ 以國軍陸軍部隊為例,106,碩士,何鎮先,https://hdl.handle.net/11296/6fhp25
亞投行對中國大陸國家發展之影響,106,碩士,丁國樑,https://hdl.handle.net/11296/a84v72
水溶液的熱擴散致被迫瑞利散射研究,106,碩士,江弘捷,https://hdl.handle.net/11296/rvx8mz
1960年代美援文藝體制與台灣文壇關係研究,106,碩士,蔡世仁,https://hdl.handle.net/11296/65e9a9
以感測網路為基礎之火災疏散路徑規劃,106,碩士,廖姮如,https://hdl.handle.net/11296/c64c58
LTE 覆蓋之量測與演算法分析,106,碩士,陳楷仁,https://hdl.handle.net/11296/8qcuf5
自動化程式交易預測,106,碩士,陳聖文,https://hdl.handle.net/11296/7f9d6t
非法地下期貨交易民刑事法律關係之探討,106,碩士,黃健淋,https://hdl.handle.net/11296/dmz3xw
犯罪偵查中監視錄影與位置資訊之獲取,106,碩士,蘇姵禎,https://hdl.handle.net/11296/r9wm56
我國營業秘密法增訂刑責後之司法實務案例研究,106,碩士,盧姿如,https://hdl.handle.net/11296/5q8nfb
教材介面型態對程式設計學習成效的影響,106,碩士,王凱,https://hdl.handle.net/11296/nbg52h
臺灣兒童版華盛頓傳研究,106,碩士,楊琇媛,https://hdl.handle.net/11296/87x569
學習共同體運用於國小五年級國語閱讀摘取大意之研究,106,碩士,詹明芳,https://hdl.handle.net/11296/82n33m
運用柯大宜教學法於國小二年級學童聽音能力及學習興趣之研究,106,碩士,洪秀幸,https://hdl.handle.net/11296/68b8df
抬頭顯示器之導航系統實作,106,碩士,李彥傑,https://hdl.handle.net/11296/2w39jc
因應長照十年計畫2.0醫院採用高齡友善資訊系統之影響因素,106,碩士,田峻羽,https://hdl.handle.net/11296/9tk9ck
建構與評估以長照十年計畫2.0為基礎之巷弄長照站APP,106,碩士,郭政芃,https://hdl.handle.net/11296/k8fsu2
空間‧對話－黃吉正陶藝創作研究,106,碩士,黃吉正,https://hdl.handle.net/11296/g76837
二元鉑電觸媒催化氧氣還原之特性分析與感測應用,106,碩士,彭威,https://hdl.handle.net/11296/tg8ptv
羊毛與Tencel纖維複合紗織物多重功能性應用之研究－以緯編針織織物為例,106,碩士,陳韋雅,https://hdl.handle.net/11296/2t3thm
探討Parse理論於初產婦的生產經驗,106,碩士,潘碧霞,https://hdl.handle.net/11296/dcr88d
高血壓、高血糖及高血脂(三高)與新發診斷大腸癌之關係,106,碩士,黃裕婷,https://hdl.handle.net/11296/4mjqcs
出院病人持續戒菸治療介入之成效研究,106,碩士,黃祺婷,https://hdl.handle.net/11296/5ptsy7
手機廣告和文化差異對購買行為影響之探討,106,碩士,阮氏美恆,https://hdl.handle.net/11296/dtky6j
從文學到舞蹈：林懷民、梅卓燕、王玫的劇場舞蹈創作研究,106,博士,賈東霖,https://hdl.handle.net/11296/ycbn5x
中美洲與美國股市波動外溢、長期記憶、不對稱效果 與 互動性之研究:  重要事件蔓延效果與FIEC–FIAPGARCH–DCC 模型之應用,106,碩士,孟傑納,https://hdl.handle.net/11296/258p55
網絡口碑社群使用者參與之訊息傳播行為研究-以Mobile 01為例,106,碩士,陳建忠,https://hdl.handle.net/11296/t97qwy
孕產期遭受親密暴力者母職因應探究,106,碩士,陳薏竹,https://hdl.handle.net/11296/tbmgwk
股價指數與工業生產指數之探討－以金磚四國為例,106,碩士,莊于萱,https://hdl.handle.net/11296/n8d2v5
離子高分子金屬複合材料蠕動致動器設計製造及測試,106,碩士,許浩偉,https://hdl.handle.net/11296/ygwteq
3D模型的點雲資料之平面切割,106,碩士,蘇脩文,https://hdl.handle.net/11296/wgwxc7
